Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
pBICCNsMMrCBi733G6d180824,specimen,mouse,NCBI:txid10090,,,MD733,,,,transcriptomics,10x Chromium 3' v2 sequencing,CB,cell nucleus,517,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q4,4
pBICCNsMMrCBi733G7d180824,specimen,mouse,NCBI:txid10090,,,MD733,,,,transcriptomics,10x Chromium 3' v2 sequencing,CB,cell nucleus,520,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q4,4
pBICCNsMMrCBi733G8d180824,specimen,mouse,NCBI:txid10090,,,MD733,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr2,cell nucleus,213,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBi733G9d180824,specimen,mouse,NCBI:txid10090,,,MD733,,,,transcriptomics,10x Chromium 3' v2 sequencing,CB,cell nucleus,464,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q4,4
pBICCNsMMrCBiAn1d181112e,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr1,cell nucleus,940,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiAn1d181112i,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr1,cell nucleus,1419,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiAn2d181112a,specimen,mouse,NCBI:txid10090,,,M004,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr2,cell nucleus,1301,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiAn2d181112d,specimen,mouse,NCBI:txid10090,,,M004,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr2,cell nucleus,775,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiAn2d181112e,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr2,cell nucleus,1063,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiAn2d181112f,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,ANcr2,cell nucleus,765,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBicalbposd181129a,specimen,mouse,NCBI:txid10090,,,F001,,,,transcriptomics,10x Chromium 3' v2 sequencing,CBXpu,cell nucleus,843,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181030a,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1599,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181030b,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1937,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181102a,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1570,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181102b,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1781,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181102c,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1701,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181102d,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,1736,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCOPd181102e,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,COPY,cell nucleus,541,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCUL45d181030a,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,1772,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCUL45d181030b,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,2039,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCUL45d181030c,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,2062,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiCUL45d181030d,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,3030,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiFotud181030a,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,FOTU,cell nucleus,1478,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiFotud181030b,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,FOTU,cell nucleus,1292,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiIXd181030a,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,UVU,cell nucleus,1141,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiIXd181030b,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,UVU,cell nucleus,1297,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiIXd181030c,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,UVU,cell nucleus,1358,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPFLd181102a,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,PF,cell nucleus,1200,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPFLd181102b,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,PF,cell nucleus,1162,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPFLd181102c,specimen,mouse,NCBI:txid10090,,,F003,,,,transcriptomics,10x Chromium 3' v2 sequencing,PF,cell nucleus,1368,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPRMd181112b,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,PRM,cell nucleus,953,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPRMd181112c,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,PRM,cell nucleus,785,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPRMd181112d,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,PRM,cell nucleus,848,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiPRMd181112e,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,PRM,cell nucleus,754,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCBiVIIId181030,specimen,mouse,NCBI:txid10090,,,M005,,,,transcriptomics,10x Chromium 3' v2 sequencing,PYR,cell nucleus,917,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCCB4i1FB4d180909,specimen,mouse,NCBI:txid10090,,,F001,,,,transcriptomics,10x Chromium 3' v2 sequencing,Isocortex,cell nucleus,6797,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCCJ2i1FJ2d180912,specimen,mouse,NCBI:txid10090,,,F001,,,,transcriptomics,10x Chromium 3' v2 sequencing,Isocortex,cell nucleus,1098,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCCK2i1FK2d180912b,specimen,mouse,NCBI:txid10090,,,F001,,,,transcriptomics,10x Chromium 3' v2 sequencing,Isocortex,cell nucleus,5396,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q1,4
pBICCNsMMrCPi7107111Td180702a,specimen,mouse,NCBI:txid10090,,,MD710_711,,,,transcriptomics,10x Chromium 3' v2 sequencing,CP,cell nucleus,3731,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
pBICCNsMMrCPi7107112Bd180619,specimen,mouse,NCBI:txid10090,,,MD710_711,,,,transcriptomics,10x Chromium 3' v2 sequencing,CP,cell nucleus,1703,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
pBICCNsMMrCUL45i7027035Td180403a,specimen,mouse,NCBI:txid10090,,,MD702_703,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,875,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
pBICCNsMMrCUL45i7027035Td180403b,specimen,mouse,NCBI:txid10090,,,MD702_703,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,1673,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
pBICCNsMMrCUL45i7027036Bd180403a,specimen,mouse,NCBI:txid10090,,,MD702_703,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,403,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
pBICCNsMMrCUL45i7027036Bd180403b,specimen,mouse,NCBI:txid10090,,,MD702_703,,,,transcriptomics,10x Chromium 3' v2 sequencing,"CUL4, 5",cell nucleus,517,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv2,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2018Q3,4
