Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission
pBICCNsMMrCBSIMiM002d190312VII,specimen,mouse,NCBI:txid10090,,,M002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SIM,cell nucleus,7773,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/",,2019Q2
pBICCNsMMrDCNM2iM011d200729,specimen,mouse,NCBI:txid10090,,,M011,,,,transcriptomics,10x Chromium 3' v3 sequencing,DCN,cell nucleus,9465,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM5iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10121,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM6iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10346,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM7iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9102,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL1iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9961,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL2iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8145,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL3iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9669,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL4iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9455,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL5iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9885,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL6iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9754,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL7iM012d200825,specimen,mouse,NCBI:txid10090,,,M012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8841,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL1iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11101,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL2iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9028,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL3iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8970,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL4AiF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11436,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL4BiF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11352,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL5iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,14124,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL6iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10141,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL7iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9427,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM1iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9315,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM2iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11594,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM3iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10297,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4AiF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11680,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4BiF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8925,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM5iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10635,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM6iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10071,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM7iF010d200825,specimen,mouse,NCBI:txid10090,,,F010,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8982,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL1iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10747,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL2iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,13179,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL3iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,12097,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL4iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11780,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL5iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,12047,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL6iF011d200825,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,12658,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL7iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10333,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM1iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,12841,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM2iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10579,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM3iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10722,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4AiF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9258,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4BiF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,13573,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM5iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,12817,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM6iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10738,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM7iF012d201007,specimen,mouse,NCBI:txid10090,,,F012,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,15795,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM1iF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10420,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM2iF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9496,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM3iF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10788,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4AiF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10722,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4BiF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11108,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM5iF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,11133,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM7iF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10089,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL4AiF013d201007,specimen,mouse,NCBI:txid10090,,,F013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10183,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM5iM014d201007,specimen,mouse,NCBI:txid10090,,,M014,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,8627,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM6iM014d201007,specimen,mouse,NCBI:txid10090,,,M014,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9647,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM7iM014d201007,specimen,mouse,NCBI:txid10090,,,M014,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9640,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL7iF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,14556,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM1iF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,14631,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM2iF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,14474,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM3iF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10201,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4AiF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9245,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM4BiF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10345,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBM6iF011d201007,specimen,mouse,NCBI:txid10090,,,F011,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10609,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL1iM013d201007,specimen,mouse,NCBI:txid10090,,,M013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,10757,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
pBICCNsMMrMBL2iM013d201007,specimen,mouse,NCBI:txid10090,,,M013,,,,transcriptomics,10x Chromium 3' v3 sequencing,MB,cell nucleus,9860,Cold Spring Harbor Laboratory; Broad Institute,Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,,2020Q4
