Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
CEMBA180420-1_Cf7B,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,334
CEMBA180424-1_Rf10C,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1032
CEMBA180426-1_Cf10C,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,876
CEMBA180426-1_Vf10C,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,315
CEMBA180430-1_Cf10A,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,924
CEMBA180430-1_Cf9B,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,275
CEMBA180501-1_Rm10A,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1008
CEMBA180503-1_Vf10A,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,908
CEMBA180507-1_Rf9B,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,286
CEMBA180508-1_Cf3D,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,388
CEMBA180510-1_Rf3D,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,389
CEMBA180510-1_Rf5A,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,388
CEMBA180514-1_Vf3D,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,384,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,520
CEMBA180529-1_Vf5A,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,404
CEMBA180614-1_Bf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180209_B5;CEMBA180216_B7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1709
CEMBA180614-1_Cf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1703
CEMBA180618-1_Pf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,386
CEMBA180619-1_Vf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1134
CEMBA180620-1_Vf11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SCs;SCm,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,386
CEMBA180806-1_Rf11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SCs;SCm,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1151
CEMBA180813-1_Pf6F7F,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,GPe;GPi,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,381
CEMBA180813-1_Rf4H5H6F7F,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,GPe;GPi,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,371
CEMBA180814-1_Vf4H5H6F7F,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,GPe;GPi,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,379
CEMBA180820-1_Pf10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ENTl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,764
CEMBA180823-1_Pf10F11F,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,DG,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1554
CEMBA180830-1_Pf6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,461
CEMBA180830-1_Pf7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,759
CEMBA180904-1_Pf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,973
CEMBA180910-1_Rf10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ENTl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,933
CEMBA180911-1_Rf6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,1357
CEMBA180911-1_Rf7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,378
CEMBA180917-1_Rf15C16C17B18B,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,GRN;IRN;PARN;SPVI;SPVC;SPVO,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,376
CEMBA180917-1_Rf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,382
CEMBA180918-1_Vf7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,381
CEMBA180925-1_Cf10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ENTl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,379
CEMBA180925-1_Vf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,383
CEMBA180927-1_Cf6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,380
CEMBA181008-1_Tf3D,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,375
CEMBA181008-1_Tf5A,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,374
