Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
CS19_thalamus,specimen,human,NCBI:txid9606,,,CS19,,,,transcriptomics,10x Chromium 3' v2 sequencing,THM,whole cell,5029,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/,,2020Q1,1
CS20_central,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,NCx,whole cell,6780,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS20_cerebellum,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,CB,whole cell,5770,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS20_hypothalamus,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,HTH,whole cell,8337,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS20_midbrain,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,M,whole cell,4703,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS20_occipital,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,Ocx,whole cell,6311,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS20_striatum,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,STR,whole cell,8426,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS22_central cortex,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,NCx,whole cell,4706,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
CS22_GE,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,STR,whole cell,3227,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS22_Hindbrain,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,H,whole cell,4485,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
CS22_hypothalamus,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,HTH,whole cell,4260,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
CS22_Midbrain,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,M,whole cell,5622,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS22_Occipital,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,Ocx,whole cell,4160,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS22_PFC,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,1799,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
CS22_Thalamus,specimen,human,NCBI:txid9606,,,CS22,,,,transcriptomics,10x Chromium 3' v2 sequencing,THM,whole cell,10446,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW18_CGE,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,CGE,whole cell,9485,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_hippocampus,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,HIP,whole cell,6715,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_hypothalamus,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,HTH,whole cell,5614,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_LGE,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,LGE,whole cell,6924,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_MGE,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,MGE,whole cell,8644,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_motor,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,PoFC,whole cell,16953,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_parietal,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,PCx,whole cell,8788,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_PFC,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,15226,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_somatosensory,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,S1C,whole cell,11087,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_thalamus,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,THM,whole cell,10193,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW18_V1,specimen,human,NCBI:txid9606,,,GW18,,,,transcriptomics,10x Chromium 3' v2 sequencing,V1C,whole cell,10775,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_2_CGE,specimen,human,NCBI:txid9606,,,CS20,,,,transcriptomics,10x Chromium 3' v2 sequencing,CGE,whole cell,4871,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/,,2020Q1,1
GW19_CGE,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,CGE,whole cell,3838,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_hippocampus,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,HIP,whole cell,6789,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_hypothalamus,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,HTH,whole cell,3258,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_LGE,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,LGE,whole cell,4373,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_M1_all,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,PoFC,whole cell,5489,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_M1_CP,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,PoFC,whole cell,1737,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_MGE,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,MGE,whole cell,8161,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_PFC_all,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,3892,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_PFC_CP,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,4426,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_Temp_all,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,TemL,whole cell,4666,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_thalamus,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,THM,whole cell,3514,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_V1_all,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,V1C,whole cell,4264,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW19_V1_CP,specimen,human,NCBI:txid9606,,,GW19,,,,transcriptomics,10x Chromium 3' v2 sequencing,V1C,whole cell,1376,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_caudal_thalamus,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,THM,whole cell,4814,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_CGE,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,CGE,whole cell,6907,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_cingulate,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,CCx,whole cell,19287,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_claustrum,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,Cla,whole cell,8787,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_dorsal_thalamus,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,DTH,whole cell,15806,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_hypothalamus,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,HTH,whole cell,7813,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_LGE,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,LGE,whole cell,21201,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_MGE,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,MGE,whole cell,2199,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_motor,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,PoFC,whole cell,13448,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_PFC,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,12627,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_preoptic,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,Optic Cup,whole cell,9003,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_putamen,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,Pu,whole cell,9999,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_somato,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,S1C,whole cell,9507,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_V1,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,V1C,whole cell,18180,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW20_ventral_thalamus,specimen,human,NCBI:txid9606,,,GW20,,,,transcriptomics,10x Chromium 3' v2 sequencing,VTH,whole cell,13682,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
GW22_L_PFC,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,4664,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW22_motor,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,PoFC,whole cell,9388,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW22_parietal,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,PCx,whole cell,7883,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW22_PFC,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,PFC,whole cell,7729,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW22_somato,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,S1C,whole cell,12978,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,2
GW22_V1,specimen,human,NCBI:txid9606,,,GW22,,,,transcriptomics,10x Chromium 3' v2 sequencing,V1C,whole cell,11262,University of California San Francisco,Arnold Kriegstein,1U01MH114825-01,kriegstein_sc_10xv2,NEMO,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell,,2018Q4,1
