project_reference_id,person_reference_id,organization_reference_id,agent_type,priority_order
fischl_mri_proj,Jocelyn Mora,,person,21
fischl_mri_proj,Juan Eugenio Iglesias Gonzalez,,person,22
fischl_mri_proj,Kimberly Nestor,,person,23
fischl_mri_proj,Leah Morgan,,person,24
fischl_mri_proj,Luca Pesce,,person,25
fischl_mri_proj,Ludovico Silvestri,,person,26
fischl_mri_proj,Marina Scardigli,,person,27
fischl_mri_proj,Matteo Roffilli,,person,28
fischl_mri_proj,Matthew Vera,,person,29
fischl_mri_proj,Merina Varghese,,person,30
fischl_mri_proj,Morgan Fogarty,,person,31
fischl_mri_proj,Robert Frost,,person,32
fischl_mri_proj,Sean Young,,person,33
fischl_mri_proj,Shuaibin Chang,,person,34
fischl_mri_proj,Vladislav Gavryusev,,person,35
fischl_mri_proj,William Ammon,,person,36
fischl_mri_proj,Yael Balbastre,,person,37
huang_fmost_proj,Katie Matho,,person,0
huang_pn_proj,Chiara Gerhardinger,,person,0
huang_pn_proj,Ehsan Habibi,,person,1
huang_pn_proj,Juliana Brown,,person,2
huang_pn_proj,Paola Arlotta,,person,3
huang_sn_10xv2_proj,Aviv Regev,,person,0
huang_sn_10xv2_proj,Chuck Vanderburg,,person,1
huang_sn_10xv2_proj,Evan Macosko,,person,2
huang_sn_10xv2_proj,Jonah Langlieb,,person,3
huang_sn_10xv2_proj,Timothy Tickle,,person,4
huang_sn_10xv2_proj,Velina Kozareva,,person,5
huang_stpt_conn_proj,Kathleen Kelly,,person,0
huang_stpt_count_proj,Katie Matho,,person,0
kriegstein_sc_10x_proj,Aparna Bhaduri,,person,0
kriegstein_sc_10x_proj,Arnold Kriegstein,,person,1
kriegstein_sc_10x_proj,Dmitry Velmeshev,,person,2
kriegstein_sc_ATACseq_proj,Ryan Ziffra,,person,0
kriegstein_sc_ATACseq_proj,Tomasz Nowakowski,,person,1
mueller_mouselight_proj,Anthony Kolasny,,person,0
mueller_mouselight_proj,Ulrich Mueller,,person,1
nowakowski_evobc_proj,Matt Keefe,,person,0
nowakowski_pndev_10xv3_proj,Matt Keefe,,person,0
osten_stpt_proj,Pavel Osten,,person,0
osten_stpt_proj,Ramesh Palaniswamy,,person,1
regev_cisi_proj,Anubhav Sinha,,person,0
regev_cisi_proj,Aviv Regev,,person,1
regev_cisi_proj,Brian Cleary,,person,2
regev_cisi_proj,Brooke Simonton,,person,3
regev_cisi_proj,Ehsan Habibi,,person,4
regev_cisi_proj,Eric Lander,,person,5
regev_cisi_proj,Evan Murray,,person,6
regev_cisi_proj,Fei Chen,,person,7
regev_cisi_proj,Jamie Marshall,,person,8
regev_cisi_proj,Jon Bezney,,person,9
regev_cisi_proj,Shahul Alam,,person,10
tasic_stpt_proj,Bosiljka Tasic,,person,0
tasic_stpt_proj,Hongkui Zeng,,person,1
tasic_stpt_proj,Lucas Graybuck,,person,2
tasic_stpt_proj,Tanya Daigle,,person,3
tilgner_sc_10x_PB,Anoushka Joglekar,,person,0
yang_MORF_confocal_proj,Chang Sin Park,,person,0
yang_MORF_confocal_proj,X. William Yang,,person,1
zeng_anderson_sc_10xv2_proj,David Anderson,,person,0
zeng_anderson_sc_10xv2_proj,Dong-Wook Kim,,person,1
zeng_anderson_sc_10xv2_proj,Florence D'Orazi,,person,2
zeng_anderson_sc_10xv2_proj,Stephanie Mok,,person,3
zeng_fmost_proj,Elise Shen,,person,0
zeng_fmost_proj,Hanchuan Peng,,person,1
zeng_fmost_proj,Lijuan Liu,,person,2
zeng_fmost_proj,Peng Xie,,person,3
zeng_fmost_proj,Yang Yu,,person,4
zeng_mouselight_proj,Jayaram Chandrashekar,,person,0
zeng_sc_10x_proj,Cindy van Velthoven,,person,0
zeng_tolias_pseq_proj,Andreas Tolias,,person,0
zeng_tolias_pseq_proj,Dmitry Kobak,,person,1
zeng_tolias_pseq_proj,Federico Scala,,person,2
zhangK_snareseq,Blue Lake,,person,0
zhangK_snareseq,Kun Zhang,,person,1
zhangK_snareseq,Marmar Moussa,,person,2
zhangK_snareseq,Peter Kharchenko,,person,3
zhangl_anatomy_proj,Guang-Wei Zhang,,person,0
zhangl_kz_omics_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Li Zhang,,person,1
zhangl_seqfish_proj,Long Cai,,person,2
zhangl_seqfish_proj,Nico Pierson,,person,3
dulac_hyp_sn_10x_proj,Zhengzheng S. Liang,,person,0
huang_macosko_sn_10xv3_proj,Velina Kozareva,,person,4
huang_macosko_sn_10xv3_proj,Timothy Tickle,,person,3
huang_macosko_sn_10xv3_proj,Jonah Langlieb,,person,2
huang_macosko_sn_10xv3_proj,Evan Macosko,,person,1
huang_macosko_sn_10xv3_proj,Chuck Vanderburg,,person,0
dong_viral_neuron_proj,Mitchell Rudd,,person,3
dong_viral_neuron_proj,Houri Hintiryan,,person,1
dong_viral_neuron_proj,Hong-Wei Dong,,person,0
dong_viral_neuron_proj,Lin Gou,,person,2
huang_dev_cx_proj,Vy Vuong,,person,4
huang_dev_cx_proj,Daniela DiBella,,person,0
huang_dev_cx_proj,Paola Arlotta,,person,2
huang_dev_cx_proj,Sara Sime,,person,3
huang_dev_cx_proj,Kwanho Kim,,person,1
lein_evo_10x_proj,Ed Lein,,person,0
lein_evo_10x_proj,Rebecca Hodge,,person,2
lein_evo_10x_proj,Trygve Bakken,,person,3
lein_evo_10x_proj,Nikolas Jorstad,,person,1
lein_L5_pseq_proj,Nick Dee,,person,19
lein_L5_pseq_proj,Staci A. Sorensen,,person,28
lein_L5_pseq_proj,Charles Cobbs,,person,7
lein_L5_pseq_proj,Brian Kalmbach,,person,4
lein_L5_pseq_proj,Christof Koch,,person,8
lein_L5_pseq_proj,Medea McGraw,,person,18
lein_L5_pseq_proj,Cristina Radaelli,,person,9
lein_L5_pseq_proj,Daniel L. Silbergeld,,person,10
lein_L5_pseq_proj,Richard G. Ellenbogen,,person,24
lein_L5_pseq_proj,Jeffrey G. Ojemann,,person,13
lein_L5_pseq_proj,Rebecca Hodge,,person,22
lein_L5_pseq_proj,Nikolas Jorstad,,person,20
lein_L5_pseq_proj,Kimberly Smith,,person,15
lein_L5_pseq_proj,Ed Lein,,person,11
lein_L5_pseq_proj,Matt Mallory,,person,17
lein_L5_pseq_proj,Scott Owen,,person,27
lein_L5_pseq_proj,Ryder P. Gwinn,,person,26
lein_L5_pseq_proj,Hongkui Zeng,,person,12
lein_L5_pseq_proj,Brian R. Lee,,person,5
lein_L5_pseq_proj,Anoop P. Patel,,person,2
lein_L5_pseq_proj,Rebecca de Frates,,person,23
lein_L5_pseq_proj,Bosiljka Tasic,,person,3
lein_L5_pseq_proj,Trygve Bakken,,person,30
lein_L5_pseq_proj,Lucas Graybuck,,person,16
lein_L5_pseq_proj,Rachel Dalley,,person,21
lein_L5_pseq_proj,C. Dirk Keene,,person,6
lein_L5_pseq_proj,Tanya Daigle,,person,29
lein_L5_pseq_proj,Jonathan Ting,,person,14
lein_L5_pseq_proj,Anna Marie Yanny,,person,1
lein_L5_pseq_proj,Rusty Nicovich,,person,25
lein_L5_pseq_proj,Andrew L. Ko,,person,0
macosko_bg_shareseq_proj,Fabiana Duarte,,person,0
macosko_bg_shareseq_proj,Surya Nagaraja,,person,2
macosko_bg_shareseq_proj,Jason Buenrostro,,person,1
macosko_bg_slideseq_proj,Karol Balderrama,,person,5
macosko_bg_slideseq_proj,Evan Macosko,,person,1
macosko_bg_slideseq_proj,Chuck Vanderburg,,person,0
macosko_bg_slideseq_proj,Evan Murray,,person,2
macosko_bg_slideseq_proj,James Webber,,person,3
macosko_bg_slideseq_proj,Jonah Langlieb,,person,4
macosko_bg_slideseq_proj,Katelyn Flowers,,person,6
macosko_mouse_slideseq_proj,Karol Balderrama,,person,5
macosko_mouse_slideseq_proj,Evan Macosko,,person,1
macosko_mouse_slideseq_proj,Chuck Vanderburg,,person,0
macosko_mouse_slideseq_proj,Evan Murray,,person,2
macosko_mouse_slideseq_proj,James Webber,,person,3
macosko_mouse_slideseq_proj,Jonah Langlieb,,person,4
macosko_mouse_slideseq_proj,Katelyn Flowers,,person,6
mop_evo_tx_epi_pseq_proj,Staci A. Sorensen,,person,87
mop_evo_tx_epi_pseq_proj,Nick Dee,,person,64
mop_evo_tx_epi_pseq_proj,Kun Zhang,,person,55
mop_evo_tx_epi_pseq_proj,Tamara Casper,,person,91
mop_evo_tx_epi_pseq_proj,Christof Koch,,person,23
mop_evo_tx_epi_pseq_proj,Saroja Somasundaram,,person,82
mop_evo_tx_epi_pseq_proj,Margarita Behrens,,person,57
mop_evo_tx_epi_pseq_proj,William Romanow,,person,99
mop_evo_tx_epi_pseq_proj,Weixiu Dong,,person,97
mop_evo_tx_epi_pseq_proj,Herman Tung,,person,36
mop_evo_tx_epi_pseq_proj,Kimberly Smith,,person,53
mop_evo_tx_epi_pseq_proj,Bing Ren,,person,11
mop_evo_tx_epi_pseq_proj,Joshua Orvis,,person,49
mop_evo_tx_epi_pseq_proj,Kirsten Crichton,,person,54
mop_evo_tx_epi_pseq_proj,Olivier Poirion,,person,69
mop_evo_tx_epi_pseq_proj,Andrew Aldridge,,person,3
mop_evo_tx_epi_pseq_proj,Baldur van Lew,,person,10
mop_evo_tx_epi_pseq_proj,Christine Liu,,person,21
mop_evo_tx_epi_pseq_proj,Adriana E. Sedeño-Cortés,,person,0
mop_evo_tx_epi_pseq_proj,Nora M. Reed,,person,68
mop_evo_tx_epi_pseq_proj,Carter Palmer,,person,19
mop_evo_tx_epi_pseq_proj,Jayaram Kancherla,,person,39
mop_evo_tx_epi_pseq_proj,Kimberly Siletti,,person,52
mop_evo_tx_epi_pseq_proj,William J. Spain,,person,98
mop_evo_tx_epi_pseq_proj,Tanya Daigle,,person,92
mop_evo_tx_epi_pseq_proj,Xiaomeng Hou,,person,100
mop_evo_tx_epi_pseq_proj,Seth Ament,,person,85
mop_evo_tx_epi_pseq_proj,Jonathan Ting,,person,45
mop_evo_tx_epi_pseq_proj,Anna Marie Yanny,,person,7
mop_evo_tx_epi_pseq_proj,Andrew L. Ko,,person,4
mop_evo_tx_epi_pseq_proj,Renee Zhang,,person,76
mop_evo_tx_epi_pseq_proj,Darren Bertagnolli,,person,24
mop_evo_tx_epi_pseq_proj,Owen White,,person,70
mop_evo_tx_epi_pseq_proj,Patrick Hof,,person,71
mop_evo_tx_epi_pseq_proj,Kanan Lathia,,person,51
mop_evo_tx_epi_pseq_proj,Chongyuan Luo,,person,20
mop_evo_tx_epi_pseq_proj,Gregory D. Horwitz,,person,32
mop_evo_tx_epi_pseq_proj,Christine Rimorin,,person,22
mop_evo_tx_epi_pseq_proj,Nongluk Plongthongkum,,person,67
mop_evo_tx_epi_pseq_proj,Rebecca Hodge,,person,75
mop_evo_tx_epi_pseq_proj,Melissa Goldman,,person,61
mop_evo_tx_epi_pseq_proj,Ed Lein,,person,27
mop_evo_tx_epi_pseq_proj,Delissa McMillen,,person,25
mop_evo_tx_epi_pseq_proj,Scott Owen,,person,83
mop_evo_tx_epi_pseq_proj,Fenna Krienen,,person,31
mop_evo_tx_epi_pseq_proj,Jeroen Eggermont,,person,42
mop_evo_tx_epi_pseq_proj,Wei Tian,,person,96
mop_evo_tx_epi_pseq_proj,Rosa Castanon,,person,80
mop_evo_tx_epi_pseq_proj,Blue Lake,,person,12
mop_evo_tx_epi_pseq_proj,Amy Torkelson,,person,2
mop_evo_tx_epi_pseq_proj,Zizhen Yao,,person,103
mop_evo_tx_epi_pseq_proj,Bosiljka Tasic,,person,13
mop_evo_tx_epi_pseq_proj,Trygve Bakken,,person,95
mop_evo_tx_epi_pseq_proj,Lucas Graybuck,,person,56
mop_evo_tx_epi_pseq_proj,Michael Tieu,,person,62
mop_evo_tx_epi_pseq_proj,Steven McCarroll,,person,90
mop_evo_tx_epi_pseq_proj,Mike Hawrylycz,,person,63
mop_evo_tx_epi_pseq_proj,C. Dirk Keene,,person,18
mop_evo_tx_epi_pseq_proj,Joseph Ecker,,person,47
mop_evo_tx_epi_pseq_proj,Julia Osteen,,person,50
mop_evo_tx_epi_pseq_proj,Eran A. Mukamel,,person,28
mop_evo_tx_epi_pseq_proj,Joseph R. Nery,,person,48
mop_evo_tx_epi_pseq_proj,Brian Kalmbach,,person,17
mop_evo_tx_epi_pseq_proj,Rongxin Fang,,person,78
mop_evo_tx_epi_pseq_proj,Jeff Goldy,,person,40
mop_evo_tx_epi_pseq_proj,Jerold Chun,,person,43
mop_evo_tx_epi_pseq_proj,Angeline Rivkin,,person,5
mop_evo_tx_epi_pseq_proj,Megan Crow,,person,60
mop_evo_tx_epi_pseq_proj,Nikolai Dembrow,,person,65
mop_evo_tx_epi_pseq_proj,Hanqing Liu,,person,34
mop_evo_tx_epi_pseq_proj,Hongkui Zeng,,person,37
mop_evo_tx_epi_pseq_proj,Brian D. Aevermann,,person,15
mop_evo_tx_epi_pseq_proj,Peter Kharchenko,,person,72
mop_evo_tx_epi_pseq_proj,Song-Lin Ding,,person,86
mop_evo_tx_epi_pseq_proj,Alexander Dobin,,person,1
mop_evo_tx_epi_pseq_proj,Thanh Pham,,person,93
mop_evo_tx_epi_pseq_proj,Matthew Kroll,,person,59
mop_evo_tx_epi_pseq_proj,Dinh Diep,,person,26
mop_evo_tx_epi_pseq_proj,Xinxin Wang,,person,101
mop_evo_tx_epi_pseq_proj,Brian Herb,,person,16
mop_evo_tx_epi_pseq_proj,Jeremy Miller,,person,41
mop_evo_tx_epi_pseq_proj,Stephan Fischer,,person,89
mop_evo_tx_epi_pseq_proj,Evan Macosko,,person,29
mop_evo_tx_epi_pseq_proj,Yang Eric Li,,person,102
mop_evo_tx_epi_pseq_proj,Boudewijn P. Lelieveldt,,person,14
mop_evo_tx_epi_pseq_proj,Sebastian Preissl,,person,84
mop_evo_tx_epi_pseq_proj,Nikolas Jorstad,,person,66
mop_evo_tx_epi_pseq_proj,Ronna Hertzano,,person,79
mop_evo_tx_epi_pseq_proj,Sten Linnarsson,,person,88
mop_evo_tx_epi_pseq_proj,Jacinta Lucero,,person,38
mop_evo_tx_epi_pseq_proj,Qiwen Hu,,person,73
mop_evo_tx_epi_pseq_proj,Hector Corrada Bravo,,person,35
mop_evo_tx_epi_pseq_proj,Jesse Gillis,,person,44
mop_evo_tx_epi_pseq_proj,Fangming Xie,,person,30
mop_evo_tx_epi_pseq_proj,Richard H. Scheuermann,,person,77
mop_evo_tx_epi_pseq_proj,Aviv Regev,,person,9
mop_evo_tx_epi_pseq_proj,Anup Mahurkar,,person,8
mop_evo_tx_epi_pseq_proj,Thomas Höllt,,person,94
mop_evo_tx_epi_pseq_proj,Marmar Moussa,,person,58
mop_evo_tx_epi_pseq_proj,Josef Sulc,,person,46
mop_evo_tx_epi_pseq_proj,Rachel Dalley,,person,74
mop_evo_tx_epi_pseq_proj,Guoping Feng,,person,33
mop_evo_tx_epi_pseq_proj,Anna Bartlett,,person,6
mop_evo_tx_epi_pseq_proj,Rusty Nicovich,,person,81
snyder-mackler_macaque_proj,Kenny Chiou,,person,3
snyder-mackler_macaque_proj,Aishwarya A. Gogate,,person,0
snyder-mackler_macaque_proj,Trisha M. Zintel,,person,5
snyder-mackler_macaque_proj,Jay Ashok Shendure,,person,2
snyder-mackler_macaque_proj,Noah Snyder-Mackler,,person,4
snyder-mackler_macaque_proj,Cailyn Spurrell,,person,1
zhangl_ephys_proj,Bo Peng,,person,0
zhangl_ephys_proj,Huizhong Tao,,person,2
zhangl_ephys_proj,Can Tao,,person,1
zhangl_ephys_proj,Li Zhang,,person,3
zhuang_dulac_merfish_MOE_proj,Bogdan Bintu,,person,0
zhuang_dulac_merfish_MOE_proj,Xiaowei Zhuang,,person,2
zhuang_dulac_merfish_MOE_proj,Catherine Dulac,,person,1
zhuang_dulac_merfish_PAG_proj,Catherine Dulac,,person,0
zhuang_dulac_merfish_PAG_proj,Eric Vaughn,,person,1
zhuang_dulac_merfish_PAG_proj,Xiaowei Zhuang,,person,3
zhuang_dulac_merfish_PAG_proj,Stephen Eichhorn,,person,2
zhuang_merfish_MOp_proj,Meng Zhang,,person,0
zhuang_merfish_MOp_proj,Xiaowei Zhuang,,person,1
zhuang_merfish_NAc_proj,Junjie Hao,,person,0
zhuang_merfish_NAc_proj,Yi Zhang,,person,5
zhuang_merfish_NAc_proj,Renchao Chen,,person,2
zhuang_merfish_NAc_proj,Xiaowei Zhuang,,person,4
zhuang_merfish_NAc_proj,Mohamed N. Djekidel,,person,1
zhuang_merfish_NAc_proj,Timothy R. Blosser,,person,3
