project_reference_id,person_reference_id,organization_reference_id,agent_type,priority_order
fischl_mri_proj,Jocelyn Mora,,person,21
fischl_mri_proj,Juan Eugenio Iglesias Gonzalez,,person,22
fischl_mri_proj,Kimberly Nestor,,person,23
fischl_mri_proj,Leah Morgan,,person,24
fischl_mri_proj,Luca Pesce,,person,25
fischl_mri_proj,Ludovico Silvestri,,person,26
fischl_mri_proj,Marina Scardigli,,person,27
fischl_mri_proj,Matteo Roffilli,,person,28
fischl_mri_proj,Matthew Vera,,person,29
fischl_mri_proj,Merina Varghese,,person,30
fischl_mri_proj,Morgan Fogarty,,person,31
fischl_mri_proj,Robert Frost,,person,32
fischl_mri_proj,Sean Young,,person,33
fischl_mri_proj,Shuaibin Chang,,person,34
fischl_mri_proj,Vladislav Gavryusev,,person,35
fischl_mri_proj,William Ammon,,person,36
fischl_mri_proj,Yael Balbastre,,person,37
huang_fmost_proj,Katie Matho,,person,0
huang_pn_proj,Chiara Gerhardinger,,person,0
huang_pn_proj,Ehsan Habibi,,person,1
huang_pn_proj,Juliana Brown,,person,2
huang_pn_proj,Paola Arlotta,,person,3
huang_sn_10xv2_proj,Aviv Regev,,person,0
huang_sn_10xv2_proj,Chuck Vanderburg,,person,1
huang_sn_10xv2_proj,Evan Macosko,,person,2
huang_sn_10xv2_proj,Jonah Langlieb,,person,3
huang_sn_10xv2_proj,Timothy Tickle,,person,4
huang_sn_10xv2_proj,Velina Kozareva,,person,5
huang_stpt_conn_proj,Kathleen Kelly,,person,0
huang_stpt_count_proj,Katie Matho,,person,0
kriegstein_sc_10x_proj,Aparna Bhaduri,,person,0
kriegstein_sc_10x_proj,Arnold Kriegstein,,person,1
kriegstein_sc_10x_proj,Dmitry Velmeshev,,person,2
kriegstein_sc_ATACseq_proj,Ryan Ziffra,,person,0
kriegstein_sc_ATACseq_proj,Tomasz Nowakowski,,person,1
mueller_mouselight_proj,Anthony Kolasny,,person,0
mueller_mouselight_proj,Ulrich Mueller,,person,1
nowakowski_evobc_proj,Matt Keefe,,person,0
nowakowski_pndev_10xv3_proj,Matt Keefe,,person,0
osten_stpt_proj,Pavel Osten,,person,0
osten_stpt_proj,Ramesh Palaniswamy,,person,1
regev_cisi_proj,Anubhav Sinha,,person,0
regev_cisi_proj,Aviv Regev,,person,1
regev_cisi_proj,Brian Cleary,,person,2
regev_cisi_proj,Brooke Simonton,,person,3
regev_cisi_proj,Ehsan Habibi,,person,4
regev_cisi_proj,Eric Lander,,person,5
regev_cisi_proj,Evan Murray,,person,6
regev_cisi_proj,Fei Chen,,person,7
regev_cisi_proj,Jamie Marshall,,person,8
regev_cisi_proj,Jon Bezney,,person,9
regev_cisi_proj,Shahul Alam,,person,10
tasic_stpt_proj,Bosiljka Tasic,,person,0
tasic_stpt_proj,Hongkui Zeng,,person,1
tasic_stpt_proj,Lucas Graybuck,,person,2
tasic_stpt_proj,Tanya Daigle,,person,3
tilgner_sc_10x_PB,Anoushka Joglekar,,person,0
yang_MORF_confocal_proj,Chang Sin Park,,person,0
yang_MORF_confocal_proj,X. William Yang,,person,1
zeng_anderson_sc_10xv2_proj,David Anderson,,person,0
zeng_anderson_sc_10xv2_proj,Dong-Wook Kim,,person,1
zeng_anderson_sc_10xv2_proj,Florence D'Orazi,,person,2
zeng_anderson_sc_10xv2_proj,Stephanie Mok,,person,3
zeng_fmost_proj,Elise Shen,,person,0
zeng_fmost_proj,Hanchuan Peng,,person,1
zeng_fmost_proj,Lijuan Liu,,person,2
zeng_fmost_proj,Peng Xie,,person,3
zeng_fmost_proj,Yang Yu,,person,4
zeng_mouselight_proj,Jayaram Chandrashekar,,person,0
zeng_sc_10x_proj,Cindy van Velthoven,,person,0
zeng_tolias_pseq_proj,Andreas Tolias,,person,0
zeng_tolias_pseq_proj,Dmitry Kobak,,person,1
zeng_tolias_pseq_proj,Federico Scala,,person,2
zhangK_snareseq,Blue Lake,,person,0
zhangK_snareseq,Kun Zhang,,person,1
zhangK_snareseq,Marmar Moussa,,person,2
zhangK_snareseq,Peter Kharchenko,,person,3
zhangl_anatomy_proj,Guang-Wei Zhang,,person,0
zhangl_kz_omics_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Li Zhang,,person,1
zhangl_seqfish_proj,Long Cai,,person,2
zhangl_seqfish_proj,Nico Pierson,,person,3
zhuang_merfish_proj,Meng Zhang,,person,0
zhuang_merfish_proj,Xiaowei Zhuang,,person,1
dulac_hyp_sn_10x_proj,Zhengzheng S. Liang,,person,0
huang_macosko_sn_10xv3_proj,Velina Kozareva,,person,4
huang_macosko_sn_10xv3_proj,Timothy Tickle,,person,3
huang_macosko_sn_10xv3_proj,Jonah Langlieb,,person,2
huang_macosko_sn_10xv3_proj,Evan Macosko,,person,1
huang_macosko_sn_10xv3_proj,Chuck Vanderburg,,person,0
