Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
marm023_Par,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,PoPC,cell nucleus,23845,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2018Q4,40
marm023_PFCdl,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,DFC;A9/46,cell nucleus,20617,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_PFCm,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,PoFC,cell nucleus,29167,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_PFCo,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,OFC,cell nucleus,11478,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_PFCvl,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,VFC,cell nucleus,27135,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_Pu,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,Pu,cell nucleus,16023,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_S1,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,S1C,cell nucleus,9246,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2018Q4,40
marm023_Temp,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,TCx,cell nucleus,20148,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_Thal,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,THM,cell nucleus,11499,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,40
marm023_V1,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,V1C,cell nucleus,15071,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm023_V2,specimen,marmoset,NCBI:txid9483,,,marm023,,,,transcriptomics,Drop-seq,V2,cell nucleus,25540,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2018Q4,20
marm025_A1,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,A1C,cell nucleus,32660,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q1,20
marm025_Caud,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,Ca,cell nucleus,22030,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm025_Hippo,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,HIP,cell nucleus,20995,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm025_PFCo,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,OFC,cell nucleus,27280,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm025_PFCvl,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,VFC,cell nucleus,19685,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm025_V1,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,V1C,cell nucleus,32388,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm025_V2,specimen,marmoset,NCBI:txid9483,,,marm025,,,,transcriptomics,Drop-seq,V2,cell nucleus,25204,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q3,20
marm027_M1,specimen,marmoset,NCBI:txid9483,,,marm027,,,,transcriptomics,Drop-seq,M1C,cell nucleus,53289,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q4,437
marm028_M1,specimen,marmoset,NCBI:txid9483,,,marm028,,,,transcriptomics,Drop-seq,M1C,cell nucleus,52746,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NEMO,http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/,,2019Q4,400
