Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
644966719,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-353518,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6b,2019Q1,Corrected structures/projects,,MOp6b
644967161,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-353518,,transcriptomics,SMART-seq v4,MOp5,Nuclei,288,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
644967295,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-353518,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,256,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
645353518,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp1,Nuclei,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
645353971,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp5,Nuclei,256,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
645355125,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,228,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
645355803,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp1,Nuclei,22,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
645355897,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,MOp2/3
645356831,mouse,NCBI:txid10090,Slc17a6-IRES-Cre;Ai14-353980,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,84,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6b,2019Q1,Corrected structures/projects,,MOp6b
645910179,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354955,,transcriptomics,SMART-seq v4,MOp,Nuclei,360,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
645912187,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354955,,transcriptomics,SMART-seq v4,MOp,Nuclei,328,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
646081870,mouse,NCBI:txid10090,Oxtr-T2A-Cre;Ai14-355297,,transcriptomics,SMART-seq v4,MOp,Nuclei,360,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
646082534,mouse,NCBI:txid10090,Oxtr-T2A-Cre;Ai14-355297,,transcriptomics,SMART-seq v4,MOp,Nuclei,360,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
646967120,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp1,Nuclei,50,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
646967133,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp1,Nuclei,36,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
646967135,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,194,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,MOp2/3
646967155,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp5,Nuclei,250,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
646967251,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,249,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
646967260,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,69,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6b,2019Q1,Corrected structures/projects,,MOp6b
647086263,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-355867,,transcriptomics,SMART-seq v4,MOp1,Nuclei,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
647086901,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-355867,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,124,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,MOp2/3
647086930,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-355867,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,164,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
647087178,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-355867,,transcriptomics,SMART-seq v4,MOp1,Nuclei,49,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L1,2019Q1,Corrected structures/projects,,MOp1
647087197,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre;Ai14-355867,,transcriptomics,SMART-seq v4,MOp5,Nuclei,310,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
648545468,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-357576,,transcriptomics,SMART-seq v4,MOp5,Nuclei,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
648545900,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-357576,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,128,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
648546797,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-357576,,transcriptomics,SMART-seq v4,MOp5,Nuclei,184,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L5,2019Q1,Corrected structures/projects,,MOp5
648546994,mouse,NCBI:txid10090,Chrnb3-Cre_SM93;Ai14-357576,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,184,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
649160780,mouse,NCBI:txid10090,Ctgf-T2A-dgCre;Ai14-357949,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,78,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
649161165,mouse,NCBI:txid10090,Ctgf-T2A-dgCre;Ai14-357949,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,226,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,Mouse MOp - L6a,2019Q1,Corrected structures/projects,,MOp6a
