Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
487102677,mouse,NCBI:txid10090,204790,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
487145183,mouse,NCBI:txid10090,204790,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488399919,mouse,NCBI:txid10090,211623,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488399931,mouse,NCBI:txid10090,211623,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488399940,mouse,NCBI:txid10090,211623,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488399943,mouse,NCBI:txid10090,211623,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488399947,mouse,NCBI:txid10090,211623,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488421156,mouse,NCBI:txid10090,212358,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488421165,mouse,NCBI:txid10090,212358,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488421168,mouse,NCBI:txid10090,212358,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488421172,mouse,NCBI:txid10090,212358,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488432962,mouse,NCBI:txid10090,209943,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488432970,mouse,NCBI:txid10090,209943,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488432974,mouse,NCBI:txid10090,209943,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488432977,mouse,NCBI:txid10090,209943,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488440415,mouse,NCBI:txid10090,207722,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,37,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488440418,mouse,NCBI:txid10090,207722,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,38,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488440422,mouse,NCBI:txid10090,207722,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488440425,mouse,NCBI:txid10090,207722,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,30,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488441160,mouse,NCBI:txid10090,207720,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488441163,mouse,NCBI:txid10090,207720,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488471655,mouse,NCBI:txid10090,212359,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488471681,mouse,NCBI:txid10090,212359,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488471707,mouse,NCBI:txid10090,212359,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488471710,mouse,NCBI:txid10090,212359,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488471713,mouse,NCBI:txid10090,212359,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488745654,mouse,NCBI:txid10090,209944,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488745663,mouse,NCBI:txid10090,209944,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488745666,mouse,NCBI:txid10090,209944,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488745669,mouse,NCBI:txid10090,209944,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488745675,mouse,NCBI:txid10090,209944,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488746857,mouse,NCBI:txid10090,211621,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488746860,mouse,NCBI:txid10090,211621,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
488746863,mouse,NCBI:txid10090,211621,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489365388,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489373221,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489373539,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489373676,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489374060,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489374190,mouse,NCBI:txid10090,213715,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489889872,mouse,NCBI:txid10090,211624,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,30,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489889875,mouse,NCBI:txid10090,211624,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489889878,mouse,NCBI:txid10090,211624,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489889881,mouse,NCBI:txid10090,211624,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489890587,mouse,NCBI:txid10090,213716,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489890592,mouse,NCBI:txid10090,213716,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489890595,mouse,NCBI:txid10090,213716,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489890598,mouse,NCBI:txid10090,213716,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489890604,mouse,NCBI:txid10090,213716,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489891143,mouse,NCBI:txid10090,213717,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489891146,mouse,NCBI:txid10090,213717,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489891149,mouse,NCBI:txid10090,213717,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489891152,mouse,NCBI:txid10090,213717,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
489891155,mouse,NCBI:txid10090,213717,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490273844,mouse,NCBI:txid10090,215928,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490273851,mouse,NCBI:txid10090,215928,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490273860,mouse,NCBI:txid10090,215928,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490274391,mouse,NCBI:txid10090,214450,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490274411,mouse,NCBI:txid10090,214450,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,29,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490274414,mouse,NCBI:txid10090,214450,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490274417,mouse,NCBI:txid10090,214450,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,30,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490274420,mouse,NCBI:txid10090,214450,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Shell,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
490275333,mouse,NCBI:txid10090,214451,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LGN_Core,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},,2020Q4,
