Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SW191001-03A,mouse,NCBI:txid10090,SW191001-03A,wt/wt,connectivity,TRIO tracing,SSs:MOp:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,SSs:MOp_ul:MOp_ul
SW191001-04A,mouse,NCBI:txid10090,SW191001-04A,wt/wt,connectivity,TRIO tracing,MOp:MOp:SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,MOp_ul:MOp_ul:SSs
SW191001-05A,mouse,NCBI:txid10090,SW191001-05A,wt/wt,connectivity,TRIO tracing,MOp:MOp:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,MOp_ul:MOp_ul:MOp_ul(c)
SW191015-01A,mouse,NCBI:txid10090,SW191015-01A,wt/wt,connectivity,TRIO tracing,DP;TTd:fail:RE,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,DP/TTd:fail:RE
SW191015-04A,mouse,NCBI:txid10090,SW191015-04A,wt/wt,connectivity,TRIO tracing,DP:DP:ACAd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,DP:DP:ACAd
SW191015-05A,mouse,NCBI:txid10090,SW191015-05A,wt/wt,connectivity,TRIO tracing,DP:DP:ACAd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,DP:DP:ACAd
SW191017-01A,mouse,NCBI:txid10090,SW191017-01A,wt/wt,connectivity,TRIO tracing,DP:DP:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,DP:DP:MOs
SW191017-02A,mouse,NCBI:txid10090,SW191017-02A,wt/wt,connectivity,TRIO tracing,ACAd:TTd:TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q4,,,ACAd:TTd:TTd
SW191210-03A,mouse,NCBI:txid10090,SW191210-03A,wt/wt,connectivity,TRIO tracing,RSPv;RSPv;AMd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW191210-04A,mouse,NCBI:txid10090,SW191210-04A,wt/wt,connectivity,TRIO tracing,ACAv;AMd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW191210-05A,mouse,NCBI:txid10090,SW191210-05A,wt/wt,connectivity,TRIO tracing,ACAv;RT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW191212-05A,mouse,NCBI:txid10090,SW191212-05A,wt/wt,connectivity,TRIO tracing,PTLp;AMv;AMd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW200107-01A,mouse,NCBI:txid10090,SW200107-01A,wt/wt,connectivity,TRIO tracing,PTLp;RT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW200107-03A,mouse,NCBI:txid10090,SW200107-03A,wt/wt,connectivity,TRIO tracing,PL;AMv,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
SW200108-05A,mouse,NCBI:txid10090,SW200108-05A,wt/wt,connectivity,TRIO tracing,SSp;ACAv,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2020Q1,,,
