Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SW190613-10A,mouse,NCBI:txid10090,SW190613-10A,wt/wt,connectivity,anterograde tracing,XII:SPVI:SPVI,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2019Q3,,,XII:SPVI.v:SPVId
SW190613-11A,mouse,NCBI:txid10090,SW190613-11A,wt/wt,connectivity,anterograde tracing,PPN:PARN:PAG,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,PPN:PARN:PAG
SW190613-12A,mouse,NCBI:txid10090,SW190613-12A,wt/wt,connectivity,anterograde tracing,PAG:V:PRNr,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2019Q3,,,PAG:V:PRNr
SW190619-02A,mouse,NCBI:txid10090,SW190619-02A,wt/wt,connectivity,anterograde tracing,SCig:SCig:POST,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2019Q3,,,SCig:SCig:POST
SW190619-04A,mouse,NCBI:txid10090,SW190619-04A,wt/wt,connectivity,anterograde tracing,SCsg:MRN:POST,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,SCsg:MRN:POST
SW190820-02A,mouse,NCBI:txid10090,SW190820-02A,wt/wt,connectivity,anterograde tracing,DTN:PAG:fail:fail,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW190829-01A,mouse,NCBI:txid10090,SW190829-01A,wt/wt,connectivity,anterograde tracing,DMHa:CM:RE,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,DMHa:CM:RE
SW190829-02A,mouse,NCBI:txid10090,SW190829-02A,wt/wt,connectivity,anterograde tracing,SPFm;VM:SPA;VPMpc;SPFm:VM,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,SPFm/VM:SPA/VPMpc/SPFm:VM
SW190829-03A,mouse,NCBI:txid10090,SW190829-03A,wt/wt,connectivity,anterograde tracing,IPN:ZI:LH,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,IPN:ZI:LH
SW190829-04A,mouse,NCBI:txid10090,SW190829-04A,wt/wt,connectivity,anterograde tracing,fail:PSV:CUN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,fail:PSV:CUN
SW190829-05A,mouse,NCBI:txid10090,SW190829-05A,wt/wt,connectivity,anterograde tracing,PAGm:SCig-b:AT,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,PAGm:SCig-b:AT
SW190829-06A,mouse,NCBI:txid10090,SW190829-06A,wt/wt,connectivity,anterograde tracing,MRN:VII:VII,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,2019Q4,C57Bl6,2019Q4,,,MRN:VII:VII
SW190829-07A,mouse,NCBI:txid10090,SW190829-07A,wt/wt,connectivity,anterograde tracing,PO:PO:APN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191024-01A,mouse,NCBI:txid10090,SW191024-01A,wt/wt,connectivity,anterograde tracing,PAG:PAG:PAG,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191024-03A,mouse,NCBI:txid10090,SW191024-03A,wt/wt,connectivity,anterograde tracing,PRNr:PRNr.d:PRNr.v,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191024-04A,mouse,NCBI:txid10090,SW191024-04A,wt/wt,connectivity,anterograde tracing,PBlc:PRN:NI,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191029-02A,mouse,NCBI:txid10090,SW191029-02A,wt/wt,connectivity,anterograde tracing,PRNc:PRNc:PSV,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191120-07A,mouse,NCBI:txid10090,SW191120-07A,wt/wt,connectivity,anterograde tracing,fail:ACAv:MM,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191120-08A,mouse,NCBI:txid10090,SW191120-08A,wt/wt,connectivity,anterograde tracing,ILA:ACAv:TMd,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191120-09A,mouse,NCBI:txid10090,SW191120-09A,wt/wt,connectivity,anterograde tracing,PTLp:SUB:MM,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW191212-11B,mouse,NCBI:txid10090,SW191212-11B,wt/wt,connectivity,anterograde tracing,BLAa:BLAa:BLAa,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
SW200131-04A,mouse,NCBI:txid10090,SW200131-04A,wt/wt,connectivity,anterograde tracing,ECT;PERI:SSs:SSp-bfd:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_antero,BIL,,C57Bl6,2020Q1,,,
