Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SW190306-03A,mouse,NCBI:txid10090,SW190306-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,
SW190410-09A,mouse,NCBI:txid10090,SW190410-09A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,
SW190410-10A,mouse,NCBI:txid10090,SW190410-10A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,
SW190418-01A,mouse,NCBI:txid10090,SW190418-01A,wt/wt,connectivity,retrograde tracing,MRN:MRN:MRN:MRN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,MRN:MRN:MRN:MRN
SW190418-02A,mouse,NCBI:txid10090,SW190418-02A,wt/wt,connectivity,retrograde tracing,MRN:APN:MRN:VTA;MRN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,MRN:APN:MRN:VTA/MRN
SW190418-03A,mouse,NCBI:txid10090,SW190418-03A,wt/wt,connectivity,retrograde tracing,MRN:MRN:fail:RN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,MRN:MRN:fail:RN
SW190418-04A,mouse,NCBI:txid10090,SW190418-04A,wt/wt,connectivity,retrograde tracing,VTA:APN:MRN:RN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,VTA:APN:MRN:RN
SW190506-03A,mouse,NCBI:txid10090,SW190506-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,
SW190517-04A,mouse,NCBI:txid10090,SW190517-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,
SW190628-01A,mouse,NCBI:txid10090,SW190628-01A,wt/wt,connectivity,retrograde tracing,PRNc:PRNc:PRNc:PRNc,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,PRNc.d:PRNc.v:PRNc.m:PRNc.l
SW190628-02A,mouse,NCBI:txid10090,SW190628-02A,wt/wt,connectivity,retrograde tracing,PRNc:PRNc:TRN:PRNc,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PRNc:PRNc:TRN:PRNc
SW190628-03A,mouse,NCBI:txid10090,SW190628-03A,wt/wt,connectivity,retrograde tracing,PAG:PAG:MRN:APN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,PAG:PAG:MRN:APN
SW190628-04A,mouse,NCBI:txid10090,SW190628-04A,wt/wt,connectivity,retrograde tracing,fail:PAG:MRN:APN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2019Q3,,,fail:PAG:MRN:APN
SW190820-01A,mouse,NCBI:txid10090,SW190820-01A,wt/wt,connectivity,retrograde tracing,PCG:PCG:fail:fail,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PCG:PCG:fail:fail
SW190924-01A,mouse,NCBI:txid10090,SW190924-01A,wt/wt,connectivity,retrograde tracing,PAG:PAG:PAG;DR:PPN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PAG.d:PAG.m:PAG.v/DR:PPN
SW190924-02A,mouse,NCBI:txid10090,SW190924-02A,wt/wt,connectivity,retrograde tracing,PAG:PAG:PAG:PPN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PAG.d:PAG.m:PAG.d:PPN
SW190924-03A,mouse,NCBI:txid10090,SW190924-03A,wt/wt,connectivity,retrograde tracing,PPN:PB:KF:SUT,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PPN:PB:KF:SUT
SW190926-01A,mouse,NCBI:txid10090,SW190926-01A,wt/wt,connectivity,retrograde tracing,PB:PB:KF:SUT,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PB:PBIc:KF:SUT
SW190926-02A,mouse,NCBI:txid10090,SW190926-02A,wt/wt,connectivity,retrograde tracing,PARN:IRN:PPy:fail,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,2019Q4,C57Bl6,2019Q4,,,PARN:IRN:PPy:fail
SW191031-02A,mouse,NCBI:txid10090,SW191031-02A,wt/wt,connectivity,retrograde tracing,fail:LC;MV:IP:SUV,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW191031-03A,mouse,NCBI:txid10090,SW191031-03A,wt/wt,connectivity,retrograde tracing,fail:VCO:SPVl:SPVI,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW191105-04A,mouse,NCBI:txid10090,SW191105-04A,wt/wt,connectivity,retrograde tracing,PRNr:POR:CSm;CSl:PPN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW191223-02A,mouse,NCBI:txid10090,SW191223-02A,wt/wt,connectivity,retrograde tracing,mlf:IRN:PARN:MDRNv,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW191223-03A,mouse,NCBI:txid10090,SW191223-03A,wt/wt,connectivity,retrograde tracing,MDRNv:IRN:MDRNv:PARN:LRNm:MARN,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW191223-04A,mouse,NCBI:txid10090,SW191223-04A,wt/wt,connectivity,retrograde tracing,PRNc:PCG:LC:PRNc:PCG,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW200131-02A,mouse,NCBI:txid10090,SW200131-02A,wt/wt,connectivity,retrograde tracing,MOp:CPi.imCPi.im:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW200131-03A,mouse,NCBI:txid10090,SW200131-03A,wt/wt,connectivity,retrograde tracing,MOp:CP:CP:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
SW200131-05A,mouse,NCBI:txid10090,SW200131-05A,wt/wt,connectivity,retrograde tracing,ENTl:SSs:SSp-bfd:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U19MH114821-01,huang_retro,BIL,,C57Bl6,2020Q1,,,
