Sample.ID,Species.CV,Species.NCBI.Taxonomy.ID,Donor.id,Genotype,Modality.CV,Technique.CV,Anatomical.Structure.CV,Subspecimen.Type.CV,Total.Processed.Subspecimens,Organization.CV,Investigator,Grant.Number.CV,Project.CV,R24.Name.CV,R24.link,Comments,Metadata.Submission,Wrangler.Notes
659640496,mouse,NCBI:txid10090,371232,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,ACA,Cells,29848,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
660467175,mouse,NCBI:txid10090,372312,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PL-ILA-ORB,Cells,40507,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
660848759,mouse,NCBI:txid10090,372314,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PL-ILA-ORB,Cells,19860,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
661295936,mouse,NCBI:txid10090,372317,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv-AIp,Cells,23766,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
661422795,mouse,NCBI:txid10090,373314,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv,Cells,8672,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
662171314,mouse,NCBI:txid10090,373822,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,RSP,Cells,44216,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
663271601,mouse,NCBI:txid10090,374158,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,RSP,Cells,32274,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
663749668,mouse,NCBI:txid10090,374159,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TEa-PERI-ECT,Cells,21422,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
665280955,mouse,NCBI:txid10090,374166,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv-AIp,Cells,6122,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
665281924,mouse,NCBI:txid10090,374165,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HIP,Cells,40638,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
668979541,mouse,NCBI:txid10090,374160,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TEa-PERI-ECT,Cells,28788,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
675026503,mouse,NCBI:txid10090,352353,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,MOp,Cells,50576,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
676617945,mouse,NCBI:txid10090,380340,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,ENT,Cells,33560,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
678420031,mouse,NCBI:txid10090,380345,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,ENT,Cells,46627,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
679190360,mouse,NCBI:txid10090,381295,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PAR-POST-PRE-SUB-ProS,Cells,33154,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
679281865,mouse,NCBI:txid10090,381293,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PAR-POST-PRE-SUB-ProS,Cells,36297,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
679885129,mouse,NCBI:txid10090,381296,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,ACA,Cells,20665,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680080094,mouse,NCBI:txid10090,381917,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HIP,Cells,74495,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680583717,mouse,NCBI:txid10090,352356,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,MOp,Cells,42785,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680847414,mouse,NCBI:txid10090,352357,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,MOp,Cells,52392,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680886650,mouse,NCBI:txid10090,355877,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,VISa,Cells,7340,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680887069,mouse,NCBI:txid10090,355877,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,VISpos,Cells,7479,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680901990,mouse,NCBI:txid10090,355878,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,VISm,Cells,13697,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680903727,mouse,NCBI:txid10090,355878,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,VISp,Cells,15309,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
680904378,mouse,NCBI:txid10090,355878,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,VISl,Cells,13791,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
692256627,mouse,NCBI:txid10090,385670,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TEa-PERI-ECT,Cells,7962,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
693777679,mouse,NCBI:txid10090,385673,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HY,Cells,23053,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2019Q2,
704002873,mouse,NCBI:txid10090,392473,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv,Cells,5720,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
704885735,mouse,NCBI:txid10090,392474,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HY,Cells,8866,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2019Q2,
710588276,mouse,NCBI:txid10090,395345,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TEa-PERI-ECT,Cells,13385,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
710817513,mouse,NCBI:txid10090,395342,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TEa-PERI-ECT,Cells,11711,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
715135451,mouse,NCBI:txid10090,396975,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv,Cells,9298,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
715468410,mouse,NCBI:txid10090,396976,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv-AIp,Cells,9197,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
717071398,mouse,NCBI:txid10090,398348,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AId-AIv-AIp,Cells,6083,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
730828457,mouse,NCBI:txid10090,404122,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Posterior,Cells,6699,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
730829269,mouse,NCBI:txid10090,404122,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Anterior,Cells,24295,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
730837957,mouse,NCBI:txid10090,404123,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-lateral,Cells,17627,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
730838087,mouse,NCBI:txid10090,404123,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-medial,Cells,17938,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
731824432,mouse,NCBI:txid10090,404124,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Posterior,Cells,7572,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
731826846,mouse,NCBI:txid10090,404124,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Anterior,Cells,25895,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
731902065,mouse,NCBI:txid10090,404125,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-medial,Cells,12954,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
731902590,mouse,NCBI:txid10090,404125,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-lateral,Cells,8102,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
739427144,mouse,NCBI:txid10090,407905,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-medial,Cells,24710,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
739434768,mouse,NCBI:txid10090,407905,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Middle-lateral,Cells,21392,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
739671197,mouse,NCBI:txid10090,407901,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,TH-Posterior,Cells,19216,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
739704348,mouse,NCBI:txid10090,407906,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AUD,Cells,26609,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
745155015,mouse,NCBI:txid10090,410109,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AUD,Cells,17261,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
745208846,mouse,NCBI:txid10090,410107,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,SSp,Cells,32346,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
745226499,mouse,NCBI:txid10090,410110,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PTLp,Cells,5586,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
745512888,mouse,NCBI:txid10090,410108,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,SSp,Cells,29294,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
753002104,mouse,NCBI:txid10090,412204,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PTLp,Cells,13925,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
754606819,mouse,NCBI:txid10090,412866,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,SSs-GU-VISC-AIp,Cells,66408,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
758009445,mouse,NCBI:txid10090,414899,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PTLp,Cells,8562,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
758094950,mouse,NCBI:txid10090,414902,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AUD,Cells,24261,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
759654375,mouse,NCBI:txid10090,414906,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,SSs-GU-VISC-AIp,Cells,31851,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
759665643,mouse,NCBI:txid10090,414901,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,PTLp,Cells,7807,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
759731072,mouse,NCBI:txid10090,414905,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,AUD,Cells,25424,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
759861213,mouse,NCBI:txid10090,414907,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,MB,Cells,32672,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
762152812,mouse,NCBI:txid10090,418115,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HY,Cells,17202,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2019Q2,
762665872,mouse,NCBI:txid10090,418113,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HY,Cells,35680,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2019Q2,
768798149,mouse,NCBI:txid10090,421226,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,MB,Cells,22558,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2020Q4,
769371919,mouse,NCBI:txid10090,421227,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,10x Chromium 3 v2 sequencing,HY,Cells,43339,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_10xv2,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/},,2019Q2,
