Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
10X146;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A44;A45,cell nucleus,8209,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X146;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A44;A45,cell nucleus,8140,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X146;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A38,cell nucleus,7218,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X146;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A38,cell nucleus,7104,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X146;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,FI,cell nucleus,6231,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X146;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,FI,cell nucleus,5031,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X159;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6508,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6066,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,5882,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6486,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,8108,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7903,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X159;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7679,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6350,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7243,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7418,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7899,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,8027,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7952,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X160;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7858,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X161;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A40,cell nucleus,4812,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A5;A7,cell nucleus,6333,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,5
10X172;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A5;A7,cell nucleus,6704,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A13,cell nucleus,6456,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A13,cell nucleus,6366,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A25,cell nucleus,6440,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A25,cell nucleus,6284,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A14c;A14r,cell nucleus,7225,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X172;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A14c;A14r,cell nucleus,8168,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X173;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,AON,cell nucleus,4277,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X173;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,AON,cell nucleus,5263,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X173;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SC,cell nucleus,5232,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X173;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,IC,cell nucleus,4773,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X173;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,IC,cell nucleus,6528,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X173;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pro,cell nucleus,6262,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,6706,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,6514,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A32,cell nucleus,6566,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A32,cell nucleus,7647,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Ig,cell nucleus,8052,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Ig,cell nucleus,8619,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,V1C,cell nucleus,5922,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X174;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,V1C,cell nucleus,5830,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,V2,cell nucleus,6018,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,V2,cell nucleus,6383,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PSC,cell nucleus,5858,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PSC,cell nucleus,6200,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBL,cell nucleus,4499,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X175;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBL,cell nucleus,4786,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X176;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A46,cell nucleus,4480,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X176;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A46,cell nucleus,5104,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X182;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,TH;TL,cell nucleus,5961,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X182;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,TH;TL,cell nucleus,4905,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X182;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,GPi,cell nucleus,5222,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X182;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,GPi,cell nucleus,5087,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X182;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CEN,cell nucleus,5496,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X182;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CEN,cell nucleus,6491,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X182;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BNST,cell nucleus,7051,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X182;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BNST,cell nucleus,6645,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X190;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pir,cell nucleus,7027,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X190;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pir,cell nucleus,6882,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X190;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ANC,cell nucleus,6707,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X190;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ANC,cell nucleus,7647,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X190;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHtub,cell nucleus,7279,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X190;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHtub,cell nucleus,8027,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X190;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SI,cell nucleus,7182,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X190;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SI,cell nucleus,7068,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X191;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SEP,cell nucleus,8394,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X191;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SEP,cell nucleus,7662,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X191;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,VLN,cell nucleus,5644,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
