web_resource_reference_id,web_resource_type,web_resource_title,web_resource_short_title,universal_resource_locator
https://cells.ucsc.edu/cortex-dev/protocol.pdf,view,Single cell RNA-seq protocol Kriegstein Lab,scRNAseq Protocol,https://cells.ucsc.edu/cortex-dev/protocol.pdf
https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf,view,Chromium Single Cell ATAC,Chromium Single Cell ATAC,https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf
http://doi.org/10.17504/protocols.io.y6rfzd6,view,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,http://doi.org/10.17504/protocols.io.y6rfzd6
http://doi.org/10.17504/protocols.io.ztqf6mw,view,Isolation of Nuclei from Adult_Human_Brain_Tissue,Isolation of Nuclei from Adult_Human_Brain_Tissue,http://doi.org/10.17504/protocols.io.ztqf6mw
http://doi.org/10.17504/protocols.io.smvec66,view,STPT protocol,STPT protocol,http://doi.org/10.17504/protocols.io.smvec66
http://doi.org/10.17504/protocols.io.ssgeebw,view,Resin/HM20 Embedding and fMOST Imaging Protocol,Resin/HM20 Embedding and fMOST Imaging Protocol,http://doi.org/10.17504/protocols.io.ssgeebw
http://help.brain-map.org/display/mouseconnectivity/Documentation,view,Allen Mouse Brain Connectivity Atlas Documentation,Allen Mouse Brain Connectivity Atlas Documentation,http://help.brain-map.org/display/mouseconnectivity/Documentation
http://doi.org/10.17504/protocols.io.ynxfvfn,view,10Xv2 RNASeq Sample Processing,10Xv2 RNASeq Sample Processing,http://doi.org/10.17504/protocols.io.ynxfvfn
http://doi.org/10.17504/protocols.io.7dwhi7e,view,Slice Preparation with Tissue Dissociation - Mouse Protocol,Slice Preparation with Tissue Dissociation - Mouse Protocol,http://doi.org/10.17504/protocols.io.7dwhi7e
http://help.brain-map.org/display/celltypes/Documentation,view,Allen Cell Types Database Documentation,Allen Cell Types Database Documentation,http://help.brain-map.org/display/celltypes/Documentation
http://doi.org/10.17504/protocols.io.8tvhwn6,view,Nuclei Isolation for SNARE-seq2 ,Nuclei Isolation for SNARE-seq2 ,http://doi.org/10.17504/protocols.io.8tvhwn6
http://doi.org/10.17504/protocols.io.nx3dfqn,view,Preparation of frozen nuclei for single-nucleus RNA seq,Preparation of frozen nuclei for single-nucleus RNA seq,http://doi.org/10.17504/protocols.io.nx3dfqn
http://doi.org/10.17504/protocols.io.7aehibe,view,Human Tissue Slicing and Dissections for Nuclear Isolations,Human Tissue Slicing and Dissections for Nuclear Isolations,http://doi.org/10.17504/protocols.io.7aehibe
http://doi.org/10.17504/protocols.io.7d5hi86,view,SMARTerV4 (0.5x) Amplification for single-cell or single-nuclei RNASeq Protocol,SMARTerV4 (0.5x) Amplification for single-cell or single-nuclei RNASeq Protocol,http://doi.org/10.17504/protocols.io.7d5hi86
http://doi.org/10.17504/protocols.io.63rhgm6,view,Nextera XT at 0.2X On the Mantis,Nextera XT at 0.2X On the Mantis,http://doi.org/10.17504/protocols.io.63rhgm6
http://doi.org/10.17504/protocols.io.7d6hi9e,view,SMARTerV4 (1x) Amplification for single-cell or  single-nuclei RNASeq Protocol,SMARTerV4 (1x) Amplification for single-cell or  single-nuclei RNASeq Protocol,http://doi.org/10.17504/protocols.io.7d6hi9e
https://biccn.org/teams/u01-chung,information,Towards Integrated 3D Reconstruction of Whole Human Brains at Subcellular Resolution,U01-chung,https://biccn.org/teams/u01-chung
https://biccn.org/teams/u01-ecker,information,Epigenomic cell-type classification and regulatory element identification in the human brain,U01-ecker,https://biccn.org/teams/u01-ecker
https://biccn.org/teams/u01-osten,information,Collaboratory for Atlasing Cell Type Anatomy in the Female and Male Mouse Brain,U01-osten,https://biccn.org/teams/u01-osten
https://biccn.org/teams/u19-ecker,information,Center for Epigenomics of the Mouse Brain Atlas (CEMBA),U19-ecker,https://biccn.org/teams/u19-ecker
https://biccn.org/teams/u19-huang,information,A Comprehensive Center for Mouse Brain Cell Atlas,U19-huang,https://biccn.org/teams/u19-huang
https://biccn.org/teams/u01-fischl,information,Imaging and analysis Techniques to Construct a Cell Census Atlas of the Human Brain,U01-fischl,https://biccn.org/teams/u01-fischl
https://biccn.org/teams/u01-zhangk,information,Toward a Human Adult Brain Cell Atlas with Single-Cell Technologies,U01-zhangk,https://biccn.org/teams/u01-zhangk
https://biccn.org/teams/u01-zhangl,information,Cell Atlas of Mouse Brain-Spinal Cord Connectome,U01-zhangl,https://biccn.org/teams/u01-zhangl
https://biccn.org/teams/r24-ghosh,information,DANDI: Distributed Archives for Neurophysiology Data Integration,R24-ghosh,https://biccn.org/teams/r24-ghosh
https://biccn.org/teams/r24-white,information,A BRAIN Initiative resource: The neuroscience multi-omic data archive,R24-white,https://biccn.org/teams/r24-white
https://biccn.org/teams/u24-hawrylycz,information,A Community Resource for Single Cell Data in the Brain,U24-hawrylycz,https://biccn.org/teams/u24-hawrylycz
https://biccn.org/teams/rf1-chung,information,"Highly specific, renewable, and cost-effective antibody toolbox for 3D proteomic phenotyping of the brain",RF1-chung,https://biccn.org/teams/rf1-chung
https://biccn.org/teams/rf1-regev,information,Scaling up spatial RNA profiling with compressed sensing,RF1-regev,https://biccn.org/teams/rf1-regev
https://biccn.org/teams/rf1-tasic,information,Cell class- or type-specific viruses for brain-wide labeling and neural circuit examination,RF1-tasic,https://biccn.org/teams/rf1-tasic
https://biccn.org/teams/u01-kriegstein,information,A Cellular Resolution Census of the Developing Human Brain,U01-kriegstein,https://biccn.org/teams/u01-kriegstein
https://biccn.org/teams/rf1-mueller,information,"Accessible technologies for high-throughput, whole-brain reconstructions of molecularly characterized mammalian neurons",RF1-mueller,https://biccn.org/teams/rf1-mueller
https://biccn.org/teams/r24-ropelewski,information,A Confocal Fluorescence Microscopy Brain Data Archive,R24-ropelewski,https://biccn.org/teams/r24-ropelewski
https://biccn.org/teams/u01-snydermackler,information,Single cell transcriptional and epigenomic atlas of the macaque brain across the lifespan,U01-snydermackler,https://biccn.org/teams/u01-snydermackler
https://biccn.org/teams/rf1-tilgner,information,Single Cell Isoform Expression Across Mouse Brain Regions and Development,RF1-tilgner,https://biccn.org/teams/rf1-tilgner
https://biccn.org/teams/u01-dong,information,Anatomical Characterization of Neuronal Cell Types of the Mouse Brain,U01-dong,https://biccn.org/teams/u01-dong
https://biccn.org/teams/u01-feng,information,A Molecular and Cellular Atlas of the Marmoset Brain,U01-feng,https://biccn.org/teams/u01-feng
https://biccn.org/teams/u01-lein,information,A Multimodal Atlas of Human Brain Cell Types,U01-lein,https://biccn.org/teams/u01-lein
https://biccn.org/teams/u01-yang,information,Dendritome Mapping of Genetically-Defined and Sparsely-Labeled Cortical and Striatal Projection Neurons,U01-yang,https://biccn.org/teams/u01-yang
https://biccn.org/teams/u19-zeng,information,A Comprehensive Whole-brain Atlas of Cell Types in the Mouse,U19-zeng,https://biccn.org/teams/u19-zeng
https://biccn.org/teams/rf1-nowakowski,information,Mapping Developmental Lineage Relationships in the Cerebral Cortex,RF1-nowakowski,https://biccn.org/teams/rf1-nowakowski
http://celltypes.brain-map.org/data?donor__species=Homo%20Sapiens,explore,Allen Cell Types Database Filtered for Human,Allen Cell Types Database,http://celltypes.brain-map.org/data?donor__species=Homo%20Sapiens
http://celltypes.brain-map.org/data?donor__species=Mus%20musculus,explore,Allen Cell Types Database Filtered for Mouse,Allen Cell Types Database,http://celltypes.brain-map.org/data?donor__species=Mus%20musculus
http://celltypes.brain-map.org/donors,explore,Human Cell Types Donor Profiles,Allen Cell Types Database,http://celltypes.brain-map.org/donors
http://connectivity.brain-map.org/?searchMode=source&sourceDomain=304325711,explore,Mouse Connectivity Retina Projection Data Access,Mouse Connectivity Atlas,http://connectivity.brain-map.org/?searchMode=source&sourceDomain=304325711
http://connectivity.brain-map.org/?searchMode=source&sourceDomain=8&tracers=10,explore,Mouse Connectivity  Atlas Filtered for Anterograde EGFP,Mouse Connectivity Atlas,http://connectivity.brain-map.org/?searchMode=source&sourceDomain=8&tracers=10
http://connectivity.brain-map.org/?searchMode=source&tracers=20,explore,Mouse Connectivity Atlas Filtered for SypEGFP,Mouse Connectivity Atlas,http://connectivity.brain-map.org/?searchMode=source&tracers=20
http://connectivity.brain-map.org/?searchMode=source&tracers=30,explore,Mouse Connectivity Atlas Filtered for Target EGFP,Mouse Connectivity Atlas,http://connectivity.brain-map.org/?searchMode=source&tracers=30
http://connectivity.brain-map.org/bda-aav,explore,BDA/AAV Tracer Data Access,BDA AAV,http://connectivity.brain-map.org/bda-aav
http://connectivity.brain-map.org/static/referencedata,explore,Mouse Connectivity Reference Data Access,Connectivity Ref Data,http://connectivity.brain-map.org/static/referencedata
http://connectivity.brain-map.org/transgenic/search?brain=true&retina=false,explore,Mouse Connectivity Transgenic Characterization Filtered for Brain,Transgenic Characterization,http://connectivity.brain-map.org/transgenic/search?brain=true&retina=false
http://connectivity.brain-map.org/transgenic/search?retina=true,explore,Mouse Connectivity Transgenic Characterization Filtered for Retina,Transgenic Characterization,http://connectivity.brain-map.org/transgenic/search?retina=true
http://data.nemoarchive.org/other/grant/AIBS_patchseq/transcriptome/scell/SMARTseq/raw/20200611/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/other/grant/AIBS_patchseq/transcriptome/scell/SMARTseq/raw/20200611/
http://glioblastoma.alleninstitute.org/ish,explore,Ivy GBM ISH,Ivy GBM ISH,http://glioblastoma.alleninstitute.org/ish
http://glioblastoma.alleninstitute.org/rnaseq/search/index.html,explore,Gene search for Ivy Glioblastoma RNAseq,Ivy GBM RNAseq,http://glioblastoma.alleninstitute.org/rnaseq/search/index.html
http://human.brain-map.org/ish/search/?search_type=autism,explore,Human Brain Atlas filtered for Autism Study,HBA Autism,http://human.brain-map.org/ish/search/?search_type=autism
http://human.brain-map.org/ish/search/?search_type=cortex,explore,Human Brain Atlas filtered for Cortex Study,HBA Cortex,http://human.brain-map.org/ish/search/?search_type=cortex
http://human.brain-map.org/ish/search/?search_type=neurotransmitter,explore,Human Brian Atlas filtered for Neurotransmitter Study,HBA Neurotransmitter,http://human.brain-map.org/ish/search/?search_type=neurotransmitter
http://human.brain-map.org/ish/search/?search_type=schizophrenia,explore,Human Brain Atlas filtered for Schizophrenia Study,HBA Schizophrenia,http://human.brain-map.org/ish/search/?search_type=schizophrenia
http://human.brain-map.org/ish/search/?search_type=subcortex,explore,Human Brain Atlas filtered for SubCortex Study,HBA SubCortex,http://human.brain-map.org/ish/search/?search_type=subcortex
http://mouse.brain-map.org/diversity,explore,Mouse Diversity Search,Mouse Diversity,http://mouse.brain-map.org/diversity
http://mouse.brain-map.org/search/index,explore,Allen Mouse Brain Atlas Gene Search,Mouse ISH,http://mouse.brain-map.org/search/index
http://mouse.brain-map.org/sleep,explore,Sleep Study,Sleep Study,http://mouse.brain-map.org/sleep
http://mousespinal.brain-map.org/,explore,Allen Mouse Spinal Cord Atlas,Mouse Spinal Cord,http://mousespinal.brain-map.org/
http://mousespinal.brain-map.org/imageseries/showref.html,explore,Mouse Spinal Cord Reference Atlas and Datasets,Mouse Spinal Cord Ref,http://mousespinal.brain-map.org/imageseries/showref.html
http://www.blueprintnhpatlas.org/ish/search/show?page_num=0&page_size=13&no_paging=false&exact_match=false&search_term=&search_type=advanced_gene&facet_structure_name=%22amygdaloid%20complex%22,explore,Non-Human Primate ISH,NHP ISH,http://www.blueprintnhpatlas.org/ish/search/show?page_num=0&page_size=13&no_paging=false&exact_match=false&search_term=&search_type=advanced_gene&facet_structure_name=%22amygdaloid%20complex%22
http://www.blueprintnhpatlas.org/ish/search/show?search_type=advanced_gene&facet_structure_name=%22brain%22,explore,Non-Human Primate ISH Filtered for Whole Brain,NHP ISH whole brain,http://www.blueprintnhpatlas.org/ish/search/show?search_type=advanced_gene&facet_structure_name=%22brain%22
http://www.blueprintnhpatlas.org/macrodissection/search,explore,Non-Human Primate Macrodissection Microarray,NHP MMA,http://www.blueprintnhpatlas.org/macrodissection/search
http://www.blueprintnhpatlas.org/microarray/search,explore,Non-Human Primate Microdissection Microarray,NHP LMA,http://www.blueprintnhpatlas.org/microarray/search
http://www.blueprintnhpatlas.org/static/referencedata,explore,Non-Human Primate Reference Data,NHP Ref,http://www.blueprintnhpatlas.org/static/referencedata
http://www.brainspan.org/ish,explore,BrainSpan ISH,BrainSpan ISH,http://www.brainspan.org/ish
http://www.brainspan.org/lcm/search/index.html,explore,BrainSpan Prenatal LMD Microarray,BrainSpan Microarray,http://www.brainspan.org/lcm/search/index.html
http://www.brainspan.org/rnaseq/search/index.html,explore,BrainSpan Developmental Transcriptome,BrainSpan Transcriptome,http://www.brainspan.org/rnaseq/search/index.html
http://www.brainspan.org/static/atlas,explore,BrainSpan Reference Atlases,BrainSpan Reference,http://www.brainspan.org/static/atlas
https://aging.brain-map.org/donors/summary,explore,Specimens tab of Aging Dementia TBI Study,TBI Specimens,https://aging.brain-map.org/donors/summary
https://allensdk.readthedocs.io/en/latest/visual_coding_neuropixels.html,download,Allen SDK Instructions for Visual Coding - Neuropixels,Allen SDK,https://allensdk.readthedocs.io/en/latest/visual_coding_neuropixels.html
https://celltypes.brain-map.org/rnaseq/human/mtg,explore,RNA-Seq Data Navigator: Human,RNA-Seq Data Navigator: Human,https://celltypes.brain-map.org/rnaseq/human/mtg
https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq,explore,Transcriptomics Explorer for Human Cortical Areas - SMART-seq v4,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq
https://celltypes.brain-map.org/rnaseq/human_m1_10x,explore,Transcriptomics Explorer for M1,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_m1_10x
https://celltypes.brain-map.org/rnaseq/mouse_ctx-hip_10x,explore,Transcriptomics Explorer for Mouse CTX HIP 10x,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/mouse_ctx-hip_10x
https://celltypes.brain-map.org/rnaseq/mouse_ctx-hip_smart-seq,explore,Transcriptomics Explorer for Mouse CTX HIP SSv4,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/mouse_ctx-hip_smart-seq
https://developingmouse.brain-map.org/search/index,explore,Dev Mouse ISH Search,Developing Mouse,https://developingmouse.brain-map.org/search/index
https://developingmouse.brain-map.org/static/atlas,explore,Dev Mouse Reference Atlas and Supplemental Data,Reference Atlas,https://developingmouse.brain-map.org/static/atlas
https://human.brain-map.org/microarray/search,explore,Human Brain Atlas Microarray,HBA Microarray,https://human.brain-map.org/microarray/search
https://observatory.brain-map.org/visualcoding/,explore,Allen Brain Observatory - Visual Coding Optical Physiology,Allen Brain Observatory,https://observatory.brain-map.org/visualcoding/
https://portal.brain-map.org/atlases-and-data/rnaseq/human-v1-acc-smart-seq,download,Cell Types Database RNAseq Human V1 and ACC,RNAseq Download,https://portal.brain-map.org/atlases-and-data/rnaseq/human-v1-acc-smart-seq
https://portal.brain-map.org/explore/classes/multimodal-characterization,view,Multimodal Characterization of Individual Neurons,Multimodal Characterization,https://portal.brain-map.org/explore/classes/multimodal-characterization
https://alleninstitute.org/legal/terms-use/,information,Allen Institute Terms of Use,Allen Terms of Use,https://alleninstitute.org/legal/terms-use/
https://creativecommons.org/licenses/by/4.0/,information,Attribution 4.0 International (CC BY 4.0),CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
https://www.biccn.org/,information,BRAIN Initiative Cell Census Network,BICCN,https://www.biccn.org/
https://portal.brain-map.org/explore/toolkit/mice,information,Toolkit - Transgenic Mouse Lines,Toolkit,https://portal.brain-map.org/explore/toolkit/mice
http://doi.org/10.17504/protocols.io.4zzgx76,view,Sequencing open chromatin of single cell nuclei: snATAC-seq V.2 ,snATAC-seq V.2 ,http://doi.org/10.17504/protocols.io.4zzgx76
https://portal.brain-map.org,information,Allen Brain Map,Allen Brain Map,https://portal.brain-map.org
https://connectivity.brain-map.org/,information,Allen Mouse Brain Connectivity Atlas,Mouse Connectivity,https://connectivity.brain-map.org/
http://www.brainspan.org/,information,BrainSpan Atlas of the Developing Human Brain,BrainSpan,http://www.brainspan.org/
https://developingmouse.brain-map.org/,information,Allen Developing Mouse Brain Atlas,Developing Mouse,https://developingmouse.brain-map.org/
https://human.brain-map.org/,information,Allen Human Brain Atlas,Human Brain,https://human.brain-map.org/
https://celltypes.brain-map.org/,information,Allen Cell Types Database,Allen Cell Types Database,https://celltypes.brain-map.org/
https://glioblastoma.alleninstitute.org/,information,Ivy Glioblastoma Atlas Project,Ivy Glioblastoma,https://glioblastoma.alleninstitute.org/
http://aging.brain-map.org/,information,"Aging, Dementia and Traumatic Brain Injury (TBI)",Aging Dementia TBI,http://aging.brain-map.org/
https://mouse.brain-map.org/,information,Allen Mouse Brain Atlas,Mouse Brain,https://mouse.brain-map.org/
http://mousespinal.brain-map.org/about.html,information,Allen Spinal Cord Atlas,Spinal Cord,http://mousespinal.brain-map.org/about.html
https://www.blueprintnhpatlas.org/,information,NIH Blueprint Non-Human Primate (NHP) Atlas,NIH Blueprint NHP,https://www.blueprintnhpatlas.org/
https://portal.brain-map.org/explore/circuits,information,Behavioral Circuits and Sensory Processing,Visual Coding,https://portal.brain-map.org/explore/circuits
http://data.nemoarchive.org/biccn/lab/tasic/chromatin/scell/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/biccn/lab/tasic/chromatin/scell/
http://data.nemoarchive.org/biccn/lab/tasic/transcriptome/scell/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/biccn/lab/tasic/transcriptome/scell/
http://data.nemoarchive.org/biccn/assay/transcriptome/zeng/scell/10X/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/biccn/assay/transcriptome/zeng/scell/10X/
https://dandiarchive.org/dandiset/000023,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000023
https://gui.dandiarchive.org/#/dandiset/000020/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://gui.dandiarchive.org/#/dandiset/000020/
https://nemoarchive.org/resources/accessing-controlled-access-data.php,download,NeMO Data Archive,NeMO,https://nemoarchive.org/resources/accessing-controlled-access-data.php
http://download.brainimagelibrary.org/biccn/zeng/expressioncharacterization/STPT/,download,Brain Image Library directory for zeng expression characterization,BIL,http://download.brainimagelibrary.org/biccn/zeng/expressioncharacterization/STPT/
http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,download,Brain Image Library directory for dong anterograde,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/
http://download.brainimagelibrary.org/biccn/dong/retrograde/,download,Brain Image Library directory for dong retrograde,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/
http://download.brainimagelibrary.org/biccn/dong/trio/,download,Brain Image Library directory for dong trio,BIL,http://download.brainimagelibrary.org/biccn/dong/trio/
http://download.brainimagelibrary.org/biccn/cemba/dong/TRIO/,download,Brain Image Library directory for cemba dong trio,BIL,http://download.brainimagelibrary.org/biccn/cemba/dong/TRIO/
http://download.brainimagelibrary.org/biccn/feng/fish/,download,Brain Image Library directory for feng fish,BIL,http://download.brainimagelibrary.org/biccn/feng/fish/
http://download.brainimagelibrary.org/biccn/huang/dong/anterograde/triple/,download,Brain Image Library directory for huang dong anterograde,BIL,http://download.brainimagelibrary.org/biccn/huang/dong/anterograde/triple/
http://download.brainimagelibrary.org/biccn/huang/dong/retrograde/quad/,download,Brain Image Library directory for huang dong retrograde,BIL,http://download.brainimagelibrary.org/biccn/huang/dong/retrograde/quad/
http://download.brainimagelibrary.org/biccn/huang/connectivity/anterograde/,download,Brain Image Library directory for huang connectivity anterograde,BIL,http://download.brainimagelibrary.org/biccn/huang/connectivity/anterograde/
http://download.brainimagelibrary.org/biccn/huang/cellcounting/,download,Brain Image Library directory for huang cell counting,BIL,http://download.brainimagelibrary.org/biccn/huang/cellcounting/
http://download.brainimagelibrary.org/biccn/osten/cellcounting/,download,Brain Image Library directory for osten cell counting,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/
http://download.brainimagelibrary.org/biccn/yang/morf/confocal/,download,Brain Image Library directory for yang morf confocal,BIL,http://download.brainimagelibrary.org/biccn/yang/morf/confocal/
http://download.brainimagelibrary.org/biccn/zeng/luo/fMOST/,download,Brain Image Library directory for zeng fmost,BIL,http://download.brainimagelibrary.org/biccn/zeng/luo/fMOST/
http://download.brainimagelibrary.org/b4/d4/b4d4211078a67217/,download,Brain Image Library directory,BIL,http://download.brainimagelibrary.org/b4/d4/b4d4211078a67217/
http://download.brainimagelibrary.org/biccn/zeng/retrograde/transsynaptic/,download,Brain Image Library directory for zeng retrograde transynaptic,BIL,http://download.brainimagelibrary.org/biccn/zeng/retrograde/transsynaptic/
http://download.brainimagelibrary.org/biccn/zeng/tolias/pseq/morph/,download,Brain Image Library directory for zeng tolias pseq morphology,BIL,http://download.brainimagelibrary.org/biccn/zeng/tolias/pseq/morph/
http://download.brainimagelibrary.org/biccn/zeng/zhuang/merfish/,download,Brain Image Library directory for zhuang merfish,BIL,http://download.brainimagelibrary.org/biccn/zeng/zhuang/merfish/
http://download.brainimagelibrary.org/biccn/zhangl/seqfish/,download,Brain Image Library directory for zhangl seqfish,BIL,http://download.brainimagelibrary.org/biccn/zhangl/seqfish/
http://download.brainimagelibrary.org/biccn/zeng/mouselight/,download,Brain Image Library for Zeng Mouselight,BIL,http://download.brainimagelibrary.org/biccn/zeng/mouselight/
http://download.brainimagelibrary.org/biccn/lein/pseq/morph/200526/,download,Brain Image Library data archive for human patch-seq morphology,BIL,http://download.brainimagelibrary.org/biccn/lein/pseq/morph/200526/
http://download.brainimagelibrary.org/biccn/zeng/pseq/morph/200526/,download,Brain Image Library data archive for mouse patch-seq morphology,BIL,http://download.brainimagelibrary.org/biccn/zeng/pseq/morph/200526/
