web_resource_reference_id,web_resource_type,web_resource_title,web_resource_short_title,universal_resource_locator
http://doi.org/10.17504/protocols.io.8tvhwn6,view,Nuclei Isolation for SNARE-seq2 ,Nuclei Isolation for SNARE-seq2 ,https://doi.org/10.17504/protocols.io.8tvhwn6
http://doi.org/10.17504/protocols.io.md2c28e,view,DroNc-seq step-by-step,DroNc-seq step-by-step,https://doi.org/10.17504/protocols.io.md2c28e
http://doi.org/10.17504/protocols.io.nx3dfqn,view,Preparation of frozen nuclei for single-nucleus RNA seq,Preparation of frozen nuclei for single-nucleus RNA seq,https://doi.org/10.17504/protocols.io.nx3dfqn
http://doi.org/10.17504/protocols.io.pjudknw,view,Sequencing open chromatin of single cell nuclei: snATAC-seq,Sequencing open chromatin of single cell nuclei: snATAC-seq,https://doi.org/10.17504/protocols.io.pjudknw
http://doi.org/10.17504/protocols.io.pjvdkn6,view,Methyl-C sequencing of single cell nuclei: snmC-seq2,Methyl-C sequencing of single cell nuclei: snmC-seq2,https://doi.org/10.17504/protocols.io.pjvdkn6
http://doi.org/10.17504/protocols.io.smvec66,view,STPT protocol,STPT protocol,https://doi.org/10.17504/protocols.io.smvec66
http://doi.org/10.17504/protocols.io.sqcedsw,view,STP Imaging Protocol,STP Imaging Protocol,https://doi.org/10.17504/protocols.io.sqcedsw
http://doi.org/10.17504/protocols.io.ssgeebw,view,Resin/HM20 Embedding and fMOST Imaging Protocol,Resin/HM20 Embedding and fMOST Imaging Protocol,https://doi.org/10.17504/protocols.io.ssgeebw
http://doi.org/10.17504/protocols.io.y6rfzd6,view,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,https://doi.org/10.17504/protocols.io.y6rfzd6
http://doi.org/10.17504/protocols.io.ynxfvfn,view,10Xv2 RNASeq Sample Processing,10Xv2 RNASeq Sample Processing,https://doi.org/10.17504/protocols.io.ynxfvfn
http://doi.org/10.17504/protocols.io.ztqf6mw,view,Isolation of Nuclei from Adult_Human_Brain_Tissue,Isolation of Nuclei from Adult_Human_Brain_Tissue,https://doi.org/10.17504/protocols.io.ztqf6mw
http://download.brainimagelibrary.org/biccn/lein/pseq/morph/200526/,download,Brain Image Library data archive for human patch-seq morphology,BIL,https://download.brainimagelibrary.org/biccn/lein/pseq/morph/200526/
http://help.brain-map.org/display/celltypes/Documentation,view,Allen Cell Types Database Documentation,Allen Cell Types Database Documentation,https://help.brain-map.org/display/celltypes/Documentation
http://help.brain-map.org/display/mouseconnectivity/Documentation,view,Allen Mouse Brain Connectivity Atlas Documentation,Allen Mouse Brain Connectivity Atlas Documentation,https://help.brain-map.org/display/mouseconnectivity/Documentation
http://help.brain-map.org/download/attachments/8323525/Mouse_Common_Coordinate_Framework.pdf,view,Mouse Common Coordinate Framework ,CCF,https://help.brain-map.org/download/attachments/8323525/Mouse_Common_Coordinate_Framework.pdf
https://alleninstitute.org/legal/terms-use/,information,Allen Institute Terms of Use,Allen Terms of Use,https://alleninstitute.org/legal/terms-use/
https://assets.ctfassets.net/an68im79xiti/1eX2FPdpeCgnCJtw4fj9Hx/7cb84edaa9eca04b607f9193162994de/CG000204_ChromiumNextGEMSingleCell3_v3.1_Rev_D.pdf,view,Chromium Next GEM Single Cell 3' Reagent Kits v3.1,Chromium 10xv3 Protocol v3.1,https://assets.ctfassets.net/an68im79xiti/1eX2FPdpeCgnCJtw4fj9Hx/7cb84edaa9eca04b607f9193162994de/CG000204_ChromiumNextGEMSingleCell3_v3.1_Rev_D.pdf
https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf,view,Chromium Single Cell ATAC,Chromium Single Cell ATAC,https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf
https://assets.ctfassets.net/an68im79xiti/7x5E4P6xefQruTbFg0yr3a/1381fdcd2d2e7d667ef5b415119dab15/CG000338_ChromiumNextGEM_Multiome_ATAC_GEX_User_Guide_RevE.pdf,view,Chromium Next GEM Single Cell Multiome ATAC + Gene Expression,Chromium Multiome Protocol,https://assets.ctfassets.net/an68im79xiti/7x5E4P6xefQruTbFg0yr3a/1381fdcd2d2e7d667ef5b415119dab15/CG000338_ChromiumNextGEM_Multiome_ATAC_GEX_User_Guide_RevE.pdf
https://assets.nemoarchive.org/dat-03vcrgx,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-03vcrgx
https://assets.nemoarchive.org/dat-0tp3qtc,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-0tp3qtc
https://assets.nemoarchive.org/dat-18e8800,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-18e8800
https://assets.nemoarchive.org/dat-1je0mn3,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-1je0mn3
https://assets.nemoarchive.org/dat-2c8otht,download,Human Cortex RNAseq - GRU,NeMO,https://assets.nemoarchive.org/dat-2c8otht
https://assets.nemoarchive.org/dat-35p4oe3,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-35p4oe3
https://assets.nemoarchive.org/dat-4v55t0q,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-4v55t0q
https://assets.nemoarchive.org/dat-4xq7q5j,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-4xq7q5j
https://assets.nemoarchive.org/dat-53ke10p,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-53ke10p
https://assets.nemoarchive.org/dat-5ie1mec,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-5ie1mec
https://assets.nemoarchive.org/dat-5ue6x8t,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-5ue6x8t
https://assets.nemoarchive.org/dat-66nsbdw,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-66nsbdw
https://assets.nemoarchive.org/dat-72qka5t,download,Human M1C and DFC RNAseq - Open,NeMO,https://assets.nemoarchive.org/dat-72qka5t
https://assets.nemoarchive.org/dat-76h044v,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-76h044v
https://assets.nemoarchive.org/dat-7deek9j,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-7deek9j
https://assets.nemoarchive.org/dat-7jxfmkh,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-7jxfmkh
https://assets.nemoarchive.org/dat-8cvzd2c,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-8cvzd2c
https://assets.nemoarchive.org/dat-8zpo593,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-8zpo593
https://assets.nemoarchive.org/dat-987tmog,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-987tmog
https://assets.nemoarchive.org/dat-9e3e7gk,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-9e3e7gk
https://assets.nemoarchive.org/dat-a6v2v36,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-a6v2v36
https://assets.nemoarchive.org/dat-b3brzfa,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-b3brzfa
https://assets.nemoarchive.org/dat-b471cb3,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-b471cb3
https://assets.nemoarchive.org/dat-b9owqf2,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-b9owqf2
https://assets.nemoarchive.org/dat-bej4ymm,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-bej4ymm
https://assets.nemoarchive.org/dat-ci7q9k4,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ci7q9k4
https://assets.nemoarchive.org/dat-cu7h2ci,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-cu7h2ci
https://assets.nemoarchive.org/dat-d6r90fb,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-d6r90fb
https://assets.nemoarchive.org/dat-depxfwd,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-depxfwd
https://assets.nemoarchive.org/dat-diw5xr1,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-diw5xr1
https://assets.nemoarchive.org/dat-drp3hug,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-drp3hug
https://assets.nemoarchive.org/dat-e3bkxfz,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-e3bkxfz
https://assets.nemoarchive.org/dat-e4k3tky,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-e4k3tky
https://assets.nemoarchive.org/dat-ek5dbmu,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ek5dbmu
https://assets.nemoarchive.org/dat-eojj32d,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-eojj32d
https://assets.nemoarchive.org/dat-eyaainy,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-eyaainy
https://assets.nemoarchive.org/dat-fcr7gr0,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-fcr7gr0
https://assets.nemoarchive.org/dat-fz3s3s2,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-fz3s3s2
https://assets.nemoarchive.org/dat-g4e4icw,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-g4e4icw
https://assets.nemoarchive.org/dat-ghhcu7e,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ghhcu7e
https://assets.nemoarchive.org/dat-gk7n5jd,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gk7n5jd
https://assets.nemoarchive.org/dat-gnfrubb,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gnfrubb
https://assets.nemoarchive.org/dat-gnot1gb,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gnot1gb
https://assets.nemoarchive.org/dat-gua0b7c,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gua0b7c
https://assets.nemoarchive.org/dat-gykipib,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gykipib
https://assets.nemoarchive.org/dat-gyyr6u7,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gyyr6u7
https://assets.nemoarchive.org/dat-hfddaeo,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-hfddaeo
https://assets.nemoarchive.org/dat-hixtgqk,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-hixtgqk
https://assets.nemoarchive.org/dat-ho986e6,download,Long read sequencing data for human samples obtained from Oxford Nanopore Technologies (ONT),NeMO,https://assets.nemoarchive.org/dat-ho986e6
https://assets.nemoarchive.org/dat-i0d7juj,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-i0d7juj
https://assets.nemoarchive.org/dat-ifqsj4a,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ifqsj4a
https://assets.nemoarchive.org/dat-jscs7dz,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-jscs7dz
https://assets.nemoarchive.org/dat-jz78f87,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-jz78f87
https://assets.nemoarchive.org/dat-khcsjuk,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-khcsjuk
https://assets.nemoarchive.org/dat-kjseyhn,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-kjseyhn
https://assets.nemoarchive.org/dat-knrjpcj,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-knrjpcj
https://assets.nemoarchive.org/dat-ko1wvrh,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ko1wvrh
https://assets.nemoarchive.org/dat-m21bzvo,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-m21bzvo
https://assets.nemoarchive.org/dat-m5wqy8t,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-m5wqy8t
https://assets.nemoarchive.org/dat-mq52tet,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-mq52tet
https://assets.nemoarchive.org/dat-net1412,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-net1412
https://assets.nemoarchive.org/dat-pe2ejct,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-pe2ejct
https://assets.nemoarchive.org/dat-q2mws2d,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-q2mws2d
https://assets.nemoarchive.org/dat-qdm7i75,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-qdm7i75
https://assets.nemoarchive.org/dat-qf43d3z,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-qf43d3z
https://assets.nemoarchive.org/dat-qg7n1b0,download,Allen Mouse Brain Atlas - 10x scRNAseq whole brain,Allen Mouse Brain Atlas - 10x scRNAseq whole brain,https://assets.nemoarchive.org/dat-qg7n1b0
https://assets.nemoarchive.org/dat-qwqfftg,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-qwqfftg
https://assets.nemoarchive.org/dat-rg2rc5m,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-rg2rc5m
https://assets.nemoarchive.org/dat-s82jegu,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-s82jegu
https://assets.nemoarchive.org/dat-svco5za,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-svco5za
https://assets.nemoarchive.org/dat-swzf4kc,download,Human MTG RNAseq - Restricted,NeMO,https://assets.nemoarchive.org/dat-swzf4kc
https://assets.nemoarchive.org/dat-sxfwwo8,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-sxfwwo8
https://assets.nemoarchive.org/dat-syahgjf,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-syahgjf
https://assets.nemoarchive.org/dat-t4xnmho,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-t4xnmho
https://assets.nemoarchive.org/dat-t5v43si,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-t5v43si
https://assets.nemoarchive.org/dat-u3fxtng,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-u3fxtng
https://assets.nemoarchive.org/dat-unjyo0u,download,Short read sequencing data obtained from Illumina,NeMO,https://assets.nemoarchive.org/dat-unjyo0u
https://assets.nemoarchive.org/dat-vptepqt,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-vptepqt
https://assets.nemoarchive.org/dat-vutwbqm,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-vutwbqm
https://assets.nemoarchive.org/dat-xviiont,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-xviiont
https://assets.nemoarchive.org/dat-y0c2zo2,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-y0c2zo2
https://assets.nemoarchive.org/dat-yio1gaw,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-yio1gaw
https://assets.nemoarchive.org/dat-ypjgh6v,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ypjgh6v
https://assets.nemoarchive.org/dat-zdzpfd7,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-zdzpfd7
https://assets.nemoarchive.org/dat-zichsmq,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-zichsmq
https://assets.nemoarchive.org/dat-zsm81og,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-zsm81og
https://biccn.org/teams/r24-ghosh,information,DANDI: Distributed Archives for Neurophysiology Data Integration,R24 Ghosh,https://biccn.org/teams/r24-ghosh
https://biccn.org/teams/r24-ropelewski,information,A Confocal Fluorescence Microscopy Brain Data Archive,R24 Ropelewski,https://biccn.org/teams/r24-ropelewski
https://biccn.org/teams/r24-white,information,A BRAIN Initiative resource: The neuroscience multi-omic data archive,R24 White,https://biccn.org/teams/r24-white
https://biccn.org/teams/rf1-chung,information,"Highly specific, renewable, and cost-effective antibody toolbox for 3D proteomic phenotyping of the brain",RF1 Chung,https://biccn.org/teams/rf1-chung
https://biccn.org/teams/rf1-kim,information,Establishing Common Coordinate Framework for Quantitative Cell Census in Developing Mouse Brains,RF1 Kim,https://biccn.org/teams/rf1-kim
https://biccn.org/teams/rf1-mueller,information,"Accessible technologies for high-throughput, whole-brain reconstructions of molecularly characterized mammalian neurons",RF1 Mueller,https://biccn.org/teams/rf1-mueller
https://biccn.org/teams/rf1-nowakowski,information,Mapping Developmental Lineage Relationships in the Cerebral Cortex,RF1 Nowakowski,https://biccn.org/teams/rf1-nowakowski
https://biccn.org/teams/rf1-regev,information,Scaling up spatial RNA profiling with compressed sensing,RF1 Regev,https://biccn.org/teams/rf1-regev
https://biccn.org/teams/rf1-tasic,information,Cell class- or type-specific viruses for brain-wide labeling and neural circuit examination,RF1 Tasic,https://biccn.org/teams/rf1-tasic
https://biccn.org/teams/rf1-tilgner,information,Single Cell Isoform Expression Across Mouse Brain Regions and Development,RF1 Tilgner,https://biccn.org/teams/rf1-tilgner
https://biccn.org/teams/u01-chung,information,Towards Integrated 3D Reconstruction of Whole Human Brains at Subcellular Resolution,U01 Chung,https://biccn.org/teams/u01-chung
https://biccn.org/teams/u01-dong,information,Anatomical Characterization of Neuronal Cell Types of the Mouse Brain,U01 Dong,https://biccn.org/teams/u01-dong
https://biccn.org/teams/u01-ecker,information,Epigenomic cell-type classification and regulatory element identification in the human brain,U01 Ecker,https://biccn.org/teams/u01-ecker
https://biccn.org/teams/u01-feng,information,A Molecular and Cellular Atlas of the Marmoset Brain,U01 Feng,https://biccn.org/teams/u01-feng
https://biccn.org/teams/u01-fischl,information,Imaging and analysis Techniques to Construct a Cell Census Atlas of the Human Brain,U01 Fischl,https://biccn.org/teams/u01-fischl
https://biccn.org/teams/u01-kriegstein,information,A Cellular Resolution Census of the Developing Human Brain,U01 Kriegstein,https://biccn.org/teams/u01-kriegstein
https://biccn.org/teams/u01-lein,information,A Multimodal Atlas of Human Brain Cell Types,U01 Lein,https://biccn.org/teams/u01-lein
https://biccn.org/teams/u01-osten,information,Collaboratory for Atlasing Cell Type Anatomy in the Female and Male Mouse Brain,U01 Osten,https://biccn.org/teams/u01-osten
https://biccn.org/teams/u01-snydermackler,information,Single cell transcriptional and epigenomic atlas of the macaque brain across the lifespan,U01 Snyder-Mackler,https://biccn.org/teams/u01-snydermackler
https://biccn.org/teams/u01-yang,information,Dendritome Mapping of Genetically-Defined and Sparsely-Labeled Cortical and Striatal Projection Neurons,U01 Yang,https://biccn.org/teams/u01-yang
https://biccn.org/teams/u01-zhangk,information,Toward a Human Adult Brain Cell Atlas with Single-Cell Technologies,"U01 Zhang, Kun",https://biccn.org/teams/u01-zhangk
https://biccn.org/teams/u01-zhangl,information,Cell Atlas of Mouse Brain-Spinal Cord Connectome,"U01 Zhang, Li",https://biccn.org/teams/u01-zhangl
https://biccn.org/teams/u19-ecker,information,Center for Epigenomics of the Mouse Brain Atlas (CEMBA),U19 Ecker,https://biccn.org/teams/u19-ecker
https://biccn.org/teams/u19-huang,information,A Comprehensive Center for Mouse Brain Cell Atlas,U19 Huang,https://biccn.org/teams/u19-huang
https://biccn.org/teams/u19-zeng,information,A Comprehensive Whole-brain Atlas of Cell Types in the Mouse,U19 Zeng,https://biccn.org/teams/u19-zeng
https://biccn.org/teams/u24-hawrylycz,information,A Community Resource for Single Cell Data in the Brain,U24 Hawrylycz,https://biccn.org/teams/u24-hawrylycz
https://brain-specimenportal.org,information,CUBIE Specimen Portal,CUBIE Specimen Portal,https://brain-specimenportal.org
https://cells.ucsc.edu/cortex-dev/protocol.pdf,view,Single cell RNA-seq protocol Kriegstein Lab,scRNAseq Protocol,https://cells.ucsc.edu/cortex-dev/protocol.pdf
https://celltypes.brain-map.org/,information,Allen Cell Types Database,Allen Cell Types Database,https://celltypes.brain-map.org/
https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq,explore,Transcriptomics Explorer for Human Cortical Areas - SMART-seq v4,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq
https://celltypes.brain-map.org/rnaseq/human_m1_10x,explore,Transcriptomics Explorer for M1,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_m1_10x
https://creativecommons.org/licenses/by-nc/4.0/,information,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),CC BY NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
https://creativecommons.org/licenses/by/4.0/,information,Attribution 4.0 International (CC BY 4.0),CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
https://dandiarchive.org/dandiset/000008/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000008/
https://dandiarchive.org/dandiset/000023/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000023/
https://dandiarchive.org/dandiset/000026/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000026/
https://dandiarchive.org/dandiset/000043/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000043/
https://dandiarchive.org/dandiset/000108/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000108/
https://dandiarchive.org/dandiset/000109,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000109
https://dandiarchive.org/dandiset/000117/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000117/
https://dandiarchive.org/dandiset/000142,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000142
https://dandiarchive.org/dandiset/000209,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000209
https://dandiarchive.org/dandiset/000569/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000569/
https://dandiarchive.org/dandiset/000635/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000635/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/SSv4/human,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/SSv4/human
https://doi.org/10.1016/j.cell.2019.09.020,view,Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior,Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior,https://doi.org/10.1016/j.cell.2019.09.020
https://doi.org/10.1038/s41592-019-0547-z,view,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,https://doi.org/10.1038/s41592-019-0547-z
https://doi.org/10.1038/s41592-021-01060-3,view,Joint profiling of histone modifications and transcriptome in single cells from mouse brain,Paired-Tag,https://doi.org/10.1038/s41592-021-01060-3
https://doi.org/10.1101/2020.03.31.016972,view,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse","Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",https://doi.org/10.1101/2020.03.31.016972
https://doi.org/10.1101/2020.10.19.343129,view,A multimodal cell census and atlas of the mammalian primary motor cortex,A multimodal cell census and atlas of the mammalian primary motor cortex,https://doi.org/10.1101/2020.10.19.343129
https://doi.org/10.1101/2020.10.27.357186,view,Fast volumetric mapping of human brain slices,Fast volumetric mapping of human brain slices,https://doi.org/10.1101/2020.10.27.357186
https://doi.org/10.1101/2021.07.18.452829,view,3D molecular phenotyping of cleared human brain tissues with light-sheet fluorescence microscopy,3D molecular phenotyping of cleared human brain tissues with light-sheet fluorescence microscopy,https://doi.org/10.1101/2021.07.18.452829
https://doi.org/10.1126/science.aat7615,view,Integrative functional genomic analysis of human brain development and neuropsychiatric risks,Integrative functional genomic analysis of human brain development and neuropsychiatric risks,https://doi.org/10.1126/science.aat7615
https://doi.org/10.1371/journal.pone.0102363,view,"High-Throughput Method of Whole-Brain Sectioning, Using the Tape-Transfer Technique","High-Throughput Method of Whole-Brain Sectioning, Using the Tape-Transfer Technique",https://doi.org/10.1371/journal.pone.0102363
https://doi.org/10.17504/protocols.io.9yih7ue,view,sci-RNA-seq3,sci-RNA-seq3,https://doi.org/10.17504/protocols.io.9yih7ue
https://doi.org/10.17504/protocols.io.bbseinbe,view,Frozen Tissue Nuclei Extraction V.2,Frozen Tissue Nuclei Extraction V.2,https://doi.org/10.17504/protocols.io.bbseinbe
