Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission
CEMBA200707_8D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1441,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q4
CEMBA200709_8D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1378,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q4
CEMBA200721_7D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1511,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q4
CEMBA200714_7D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1478,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q4
CEMBA191024_11D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ENTl,cell nucleus,1406,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191031_11D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ENTl,cell nucleus,1203,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191008_12A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1260,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191017_12A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1403,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191024_12D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ENTl,cell nucleus,1419,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191031_12D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ENTl,cell nucleus,1384,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA190718_6E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CP,cell nucleus,1408,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA190723_6E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CP,cell nucleus,1422,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191008_7A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1144,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA191017_7A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1424,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2
CEMBA200707_9E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1416,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-02,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200709_9E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1465,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-03,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200714_6G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LSX,cell nucleus,1479,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-04,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200721_6G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LSX,cell nucleus,1486,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-05,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200723_6F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,BST+SI+MA+Gpe,cell nucleus,1420,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-06,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200723_7F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,Gpe+Gpi,cell nucleus,1473,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-07,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200728_7F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,Gpe+Gpi,cell nucleus,1418,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-08,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200730_11H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PAG+MRN+RN,cell nucleus,1511,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-09,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200813_11H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PAG+MRN+RN,cell nucleus,1494,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-10,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200820_12E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SUB,cell nucleus,1443,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-11,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200827_12E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SUB,cell nucleus,1469,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-12,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA290728_6F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,BST+SI+MA+Gpe,cell nucleus,1429,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-13,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q2
CEMBA200709_9E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1465,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200709_9E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PIR,cell nucleus,1416,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200820_12E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SUB,cell nucleus,1443,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200827_12E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SUB,cell nucleus,1469,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200714_6G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LSX,cell nucleus,1480,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200721_6G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LSX,cell nucleus,1486,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200723_6F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,BST+SI+MA+Gpe,cell nucleus,1420,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA290728_6F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,BST+SI+MA+Gpe,cell nucleus,1430,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200723_7F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,Gpe+Gpi,cell nucleus,1474,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200728_7F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,Gpe+Gpi,cell nucleus,1418,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200813_11H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PAG+MRN+RN,cell nucleus,1494,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
CEMBA200730_11H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,PAG+MRN+RN,cell nucleus,1511,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2021Q1
