web_resource_reference_id,web_resource_type,web_resource_title,web_resource_short_title,universal_resource_locator
https://alleninstitute.org/legal/terms-use/,information,Allen Institute Terms of Use,Allen Terms of Use,https://alleninstitute.org/legal/terms-use/
https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf,view,Chromium Single Cell ATAC,Chromium Single Cell ATAC,https://assets.ctfassets.net/an68im79xiti/615GcV6E7TzuqXKqMjPBtP/9badb815aacebe97a6ac5ecf9d86154b/CG000168_ChromiumSingleCellATAC_ReagentKits_UserGuide_RevB.pdf
https://assets.nemoarchive.org/dat-18e8800,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-18e8800
https://assets.nemoarchive.org/dat-2c8otht,download,Human Cortex RNAseq - GRU,NeMO,https://assets.nemoarchive.org/dat-2c8otht
https://assets.nemoarchive.org/dat-35p4oe3,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-35p4oe3
https://assets.nemoarchive.org/dat-4v55t0q,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-4v55t0q
https://assets.nemoarchive.org/dat-4xq7q5j,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-4xq7q5j
https://assets.nemoarchive.org/dat-53ke10p,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-53ke10p
https://assets.nemoarchive.org/dat-5ie1mec,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-5ie1mec
https://assets.nemoarchive.org/dat-5ue6x8t,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-5ue6x8t
https://assets.nemoarchive.org/dat-72qka5t,download,Human M1C and DFC RNAseq - Open,NeMO,https://assets.nemoarchive.org/dat-72qka5t
https://assets.nemoarchive.org/dat-7jxfmkh,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-7jxfmkh
https://assets.nemoarchive.org/dat-8zpo593,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-8zpo593
https://assets.nemoarchive.org/dat-a6v2v36,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-a6v2v36
https://assets.nemoarchive.org/dat-b3brzfa,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-b3brzfa
https://assets.nemoarchive.org/dat-ci7q9k4,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ci7q9k4
https://assets.nemoarchive.org/dat-d6r90fb,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-d6r90fb
https://assets.nemoarchive.org/dat-diw5xr1,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-diw5xr1
https://assets.nemoarchive.org/dat-eojj32d,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-eojj32d
https://assets.nemoarchive.org/dat-fcr7gr0,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-fcr7gr0
https://assets.nemoarchive.org/dat-fz3s3s2,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-fz3s3s2
https://assets.nemoarchive.org/dat-g4e4icw,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-g4e4icw
https://assets.nemoarchive.org/dat-gnot1gb,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-gnot1gb
https://assets.nemoarchive.org/dat-hixtgqk,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-hixtgqk
https://assets.nemoarchive.org/dat-ifqsj4a,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-ifqsj4a
https://assets.nemoarchive.org/dat-jscs7dz,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-jscs7dz
https://assets.nemoarchive.org/dat-khcsjuk,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-khcsjuk
https://assets.nemoarchive.org/dat-kjseyhn,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-kjseyhn
https://assets.nemoarchive.org/dat-knrjpcj,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-knrjpcj
https://assets.nemoarchive.org/dat-m21bzvo,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-m21bzvo
https://assets.nemoarchive.org/dat-m5wqy8t,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-m5wqy8t
https://assets.nemoarchive.org/dat-mq52tet,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-mq52tet
https://assets.nemoarchive.org/dat-pe2ejct,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-pe2ejct
https://assets.nemoarchive.org/dat-qf43d3z,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-qf43d3z
https://assets.nemoarchive.org/dat-s82jegu,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-s82jegu
https://assets.nemoarchive.org/dat-svco5za,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-svco5za
https://assets.nemoarchive.org/dat-swzf4kc,download,Human MTG RNAseq - Restricted,NeMO,https://assets.nemoarchive.org/dat-swzf4kc
https://assets.nemoarchive.org/dat-syahgjf,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-syahgjf
https://assets.nemoarchive.org/dat-t4xnmho,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-t4xnmho
https://assets.nemoarchive.org/dat-t5v43si,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-t5v43si
https://assets.nemoarchive.org/dat-vptepqt,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-vptepqt
https://assets.nemoarchive.org/dat-vutwbqm,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-vutwbqm
https://assets.nemoarchive.org/dat-xviiont,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-xviiont
https://assets.nemoarchive.org/dat-y0c2zo2,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-y0c2zo2
https://assets.nemoarchive.org/dat-zsm81og,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-zsm81og
https://assets.nemoarchive.org/dat-zdzpfd7,download,NeMO Data Archive,NeMO,https://assets.nemoarchive.org/dat-zdzpfd7
https://biccn.org/teams/r24-ghosh,information,DANDI: Distributed Archives for Neurophysiology Data Integration,R24 Ghosh,https://biccn.org/teams/r24-ghosh
https://biccn.org/teams/r24-ropelewski,information,A Confocal Fluorescence Microscopy Brain Data Archive,R24 Ropelewski,https://biccn.org/teams/r24-ropelewski
https://biccn.org/teams/r24-white,information,A BRAIN Initiative resource: The neuroscience multi-omic data archive,R24 White,https://biccn.org/teams/r24-white
https://biccn.org/teams/rf1-chung,information,"Highly specific, renewable, and cost-effective antibody toolbox for 3D proteomic phenotyping of the brain",RF1 Chung,https://biccn.org/teams/rf1-chung
https://biccn.org/teams/rf1-kim,information,Establishing Common Coordinate Framework for Quantitative Cell Census in Developing Mouse Brains,RF1 Kim,https://biccn.org/teams/rf1-kim
https://biccn.org/teams/rf1-mueller,information,"Accessible technologies for high-throughput, whole-brain reconstructions of molecularly characterized mammalian neurons",RF1 Mueller,https://biccn.org/teams/rf1-mueller
https://biccn.org/teams/rf1-nowakowski,information,Mapping Developmental Lineage Relationships in the Cerebral Cortex,RF1 Nowakowski,https://biccn.org/teams/rf1-nowakowski
https://biccn.org/teams/rf1-regev,information,Scaling up spatial RNA profiling with compressed sensing,RF1 Regev,https://biccn.org/teams/rf1-regev
https://biccn.org/teams/rf1-tasic,information,Cell class- or type-specific viruses for brain-wide labeling and neural circuit examination,RF1 Tasic,https://biccn.org/teams/rf1-tasic
https://biccn.org/teams/rf1-tilgner,information,Single Cell Isoform Expression Across Mouse Brain Regions and Development,RF1 Tilgner,https://biccn.org/teams/rf1-tilgner
https://biccn.org/teams/u01-chung,information,Towards Integrated 3D Reconstruction of Whole Human Brains at Subcellular Resolution,U01 Chung,https://biccn.org/teams/u01-chung
https://biccn.org/teams/u01-dong,information,Anatomical Characterization of Neuronal Cell Types of the Mouse Brain,U01 Dong,https://biccn.org/teams/u01-dong
https://biccn.org/teams/u01-ecker,information,Epigenomic cell-type classification and regulatory element identification in the human brain,U01 Ecker,https://biccn.org/teams/u01-ecker
https://biccn.org/teams/u01-feng,information,A Molecular and Cellular Atlas of the Marmoset Brain,U01 Feng,https://biccn.org/teams/u01-feng
https://biccn.org/teams/u01-fischl,information,Imaging and analysis Techniques to Construct a Cell Census Atlas of the Human Brain,U01 Fischl,https://biccn.org/teams/u01-fischl
https://biccn.org/teams/u01-kriegstein,information,A Cellular Resolution Census of the Developing Human Brain,U01 Kriegstein,https://biccn.org/teams/u01-kriegstein
https://biccn.org/teams/u01-lein,information,A Multimodal Atlas of Human Brain Cell Types,U01 Lein,https://biccn.org/teams/u01-lein
https://biccn.org/teams/u01-osten,information,Collaboratory for Atlasing Cell Type Anatomy in the Female and Male Mouse Brain,U01 Osten,https://biccn.org/teams/u01-osten
https://biccn.org/teams/u01-snydermackler,information,Single cell transcriptional and epigenomic atlas of the macaque brain across the lifespan,U01 Snyder-Mackler,https://biccn.org/teams/u01-snydermackler
https://biccn.org/teams/u01-yang,information,Dendritome Mapping of Genetically-Defined and Sparsely-Labeled Cortical and Striatal Projection Neurons,U01 Yang,https://biccn.org/teams/u01-yang
https://biccn.org/teams/u01-zhangk,information,Toward a Human Adult Brain Cell Atlas with Single-Cell Technologies,"U01 Zhang, Kun",https://biccn.org/teams/u01-zhangk
https://biccn.org/teams/u01-zhangl,information,Cell Atlas of Mouse Brain-Spinal Cord Connectome,"U01 Zhang, Li",https://biccn.org/teams/u01-zhangl
https://biccn.org/teams/u19-ecker,information,Center for Epigenomics of the Mouse Brain Atlas (CEMBA),U19 Ecker,https://biccn.org/teams/u19-ecker
https://biccn.org/teams/u19-huang,information,A Comprehensive Center for Mouse Brain Cell Atlas,U19 Huang,https://biccn.org/teams/u19-huang
https://biccn.org/teams/u19-zeng,information,A Comprehensive Whole-brain Atlas of Cell Types in the Mouse,U19 Zeng,https://biccn.org/teams/u19-zeng
https://biccn.org/teams/u24-hawrylycz,information,A Community Resource for Single Cell Data in the Brain,U24 Hawrylycz,https://biccn.org/teams/u24-hawrylycz
https://cells.ucsc.edu/cortex-dev/protocol.pdf,view,Single cell RNA-seq protocol Kriegstein Lab,scRNAseq Protocol,https://cells.ucsc.edu/cortex-dev/protocol.pdf
https://celltypes.brain-map.org/,information,Allen Cell Types Database,Allen Cell Types Database,https://celltypes.brain-map.org/
https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq,explore,Transcriptomics Explorer for Human Cortical Areas - SMART-seq v4,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq
https://celltypes.brain-map.org/rnaseq/human_m1_10x,explore,Transcriptomics Explorer for M1,Transcriptomics Explorer,https://celltypes.brain-map.org/rnaseq/human_m1_10x
https://creativecommons.org/licenses/by/4.0/,information,Attribution 4.0 International (CC BY 4.0),CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
https://dandiarchive.org/dandiset/000008/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000008/
https://dandiarchive.org/dandiset/000023/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000023/
https://dandiarchive.org/dandiset/000026/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000026/
https://dandiarchive.org/dandiset/000043/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000043/
https://dandiarchive.org/dandiset/000117/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000117/
https://dandiarchive.org/dandiset/000209,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000209
https://dandiarchive.org/dandiset/000142,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000142
https://dandiarchive.org/dandiset/000109,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000109
https://doi.org/10.1016/j.cell.2019.09.020,view,Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior,Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior,https://doi.org/10.1016/j.cell.2019.09.020
https://doi.org/10.1101/2020.03.31.016972,view,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse","Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",https://doi.org/10.1101/2020.03.31.016972
https://doi.org/10.1101/2020.10.19.343129,view,A multimodal cell census and atlas of the mammalian primary motor cortex,A multimodal cell census and atlas of the mammalian primary motor cortex,https://doi.org/10.1101/2020.10.19.343129
https://doi.org/10.17504/protocols.io.9yih7ue,view,sci-RNA-seq3,sci-RNA-seq3,https://doi.org/10.17504/protocols.io.9yih7ue
https://doi.org/10.17504/protocols.io.bbseinbe,view,Frozen Tissue Nuclei Extraction V.2,Frozen Tissue Nuclei Extraction V.2,https://doi.org/10.17504/protocols.io.bbseinbe
https://doi.org/10.17504/protocols.io.be8mjhu6,view,sci-ATAC-seq3,sci-ATAC-seq3,https://doi.org/10.17504/protocols.io.be8mjhu6
https://doi.org/10.17504/protocols.io.bpbuminw,view,Patch-Seq Recording and Extraction Detailed Protocol,Patch-Seq Recording and Extraction Detailed Protocol,https://doi.org/10.17504/protocols.io.bpbuminw
https://doi.org/10.17504/protocols.io.bq64mzgw,view,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,Isolation of Nuclei from Adult Human Brain Tissue for 10x Genomics Platform,https://doi.org/10.17504/protocols.io.bq64mzgw
https://doi.org/10.17504/protocols.io.bvv6n69e,view,Library Generation using Slide-seqV2 V.2,Library Generation using Slide-seqV2 V.2,https://doi.org/10.17504/protocols.io.bvv6n69e
https://doi.org/10.17504/protocols.io.mepc3dn,view,RNA Imaging with Multiplexed Error Robust Fluorescence in situ Hybridization,RNA Imaging with MERFISH,https://doi.org/10.17504/protocols.io.mepc3dn
https://doi.org/10.17504/protocols.io.metc3en,view,RNA Imaging with MERFISH - Data Analysis,MERFISH Data Analysis,https://doi.org/10.17504/protocols.io.metc3en
https://download.brainimagelibrary.org/02/26/02265ddb0dae51de,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/02/26/02265ddb0dae51de
https://download.brainimagelibrary.org/3d/91/3d9109168823fe39/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/3d/91/3d9109168823fe39/
https://download.brainimagelibrary.org/biccn/cemba/dong/TRIO/,download,Brain Image Library directory for cemba dong trio,BIL,https://download.brainimagelibrary.org/biccn/cemba/dong/TRIO/
https://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,download,Brain Image Library directory for dong anterograde,BIL,https://download.brainimagelibrary.org/biccn/dong/anterograde/triple/
https://download.brainimagelibrary.org/biccn/dong/retrograde/,download,Brain Image Library directory for dong retrograde,BIL,https://download.brainimagelibrary.org/biccn/dong/retrograde/
https://download.brainimagelibrary.org/biccn/dong/trio/,download,Brain Image Library directory for dong trio,BIL,https://download.brainimagelibrary.org/biccn/dong/trio/
https://download.brainimagelibrary.org/biccn/feng/fish/,download,Brain Image Library directory for feng fish,BIL,https://download.brainimagelibrary.org/biccn/feng/fish/
https://download.brainimagelibrary.org/biccn/feng/morph/,download,Brain Image Library directory for Feng morphology,BIL,https://download.brainimagelibrary.org/biccn/feng/morph/
https://download.brainimagelibrary.org/biccn/huang/cellcounting/,download,Brain Image Library directory for huang cell counting,BIL,https://download.brainimagelibrary.org/biccn/huang/cellcounting/
https://download.brainimagelibrary.org/biccn/huang/connectivity/anterograde/,download,Brain Image Library directory for huang connectivity anterograde,BIL,https://download.brainimagelibrary.org/biccn/huang/connectivity/anterograde/
https://download.brainimagelibrary.org/biccn/huang/dong/anterograde/triple/,download,Brain Image Library directory for huang dong anterograde,BIL,https://download.brainimagelibrary.org/biccn/huang/dong/anterograde/triple/
https://download.brainimagelibrary.org/biccn/huang/dong/retrograde/quad/,download,Brain Image Library directory for huang dong retrograde,BIL,https://download.brainimagelibrary.org/biccn/huang/dong/retrograde/quad/
https://download.brainimagelibrary.org/biccn/huang/fmost/,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/huang/fmost/
https://download.brainimagelibrary.org/biccn/osten/cellcounting/,download,Brain Image Library directory for osten cell counting,BIL,https://download.brainimagelibrary.org/biccn/osten/cellcounting/
https://download.brainimagelibrary.org/biccn/regev/cisi,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/regev/cisi
https://download.brainimagelibrary.org/biccn/tasic/stpt/,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/tasic/stpt/
https://download.brainimagelibrary.org/biccn/yang/morf/cells/,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/yang/morf/cells/
https://download.brainimagelibrary.org/biccn/yang/morf/confocal/,download,Brain Image Library directory for yang morf confocal,BIL,https://download.brainimagelibrary.org/biccn/yang/morf/confocal/
https://download.brainimagelibrary.org/biccn/zeng/expressioncharacterization/STPT/,download,Brain Image Library directory for zeng expression characterization,BIL,https://download.brainimagelibrary.org/biccn/zeng/expressioncharacterization/STPT/
https://download.brainimagelibrary.org/biccn/zeng/luo/fMOST/,download,Brain Image Library directory for zeng fmost,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fMOST/
https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/
https://download.brainimagelibrary.org/biccn/zeng/mouselight/,download,Brain Image Library for Zeng Mouselight,BIL,https://download.brainimagelibrary.org/biccn/zeng/mouselight/
https://download.brainimagelibrary.org/biccn/zeng/retrograde/transsynaptic/,download,Brain Image Library directory for zeng retrograde transynaptic,BIL,https://download.brainimagelibrary.org/biccn/zeng/retrograde/transsynaptic/
https://download.brainimagelibrary.org/biccn/zeng/tolias/pseq/morph/,download,Brain Image Library directory for zeng tolias pseq morphology,BIL,https://download.brainimagelibrary.org/biccn/zeng/tolias/pseq/morph/
https://download.brainimagelibrary.org/biccn/zhangl/anatomy,download,Brain Image Library,BIL,https://download.brainimagelibrary.org/biccn/zhangl/anatomy
https://download.brainimagelibrary.org/biccn/zhangl/seqfish/,download,Brain Image Library directory for zhangl seqfish,BIL,https://download.brainimagelibrary.org/biccn/zhangl/seqfish/
https://download.brainimagelibrary.org/cb/6d/cb6defa2eab96ddb/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/cb/6d/cb6defa2eab96ddb/
https://download.brainimagelibrary.org/cf/1c/cf1c1a431ef8d021,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/cf/1c/cf1c1a431ef8d021
https://download.brainimagelibrary.org/fc/4c/fc4c2570c3711952/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/fc/4c/fc4c2570c3711952/
https://download.brainimagelibrary.org/6b/f5/6bf5b41552ee560e/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/6b/f5/6bf5b41552ee560e/
https://download.brainimagelibrary.org/eb/be/ebbe8d8fa28447e1/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/eb/be/ebbe8d8fa28447e1/
https://download.brainimagelibrary.org/e2/2f/e22fefde1a1d1e13/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/e2/2f/e22fefde1a1d1e13/
https://download.brainimagelibrary.org/biccn/zeng/zhuang/merfish/PAG/,download,Brain Image Library directory,BIL,https://download.brainimagelibrary.org/biccn/zeng/zhuang/merfish/PAG/
https://github.com/cleary-lab/CISI,information,Composite In Situ Imaging (CISI),GitHub,https://github.com/cleary-lab/CISI
https://portal.brain-map.org,information,Allen Brain Map,Allen Brain Map,https://portal.brain-map.org
https://portal.brain-map.org/atlases-and-data/rnaseq/human-multiple-cortical-areas-smart-seq,download,Download page for expression matrix and taxonomy,Expression matrix and taxonomy,https://portal.brain-map.org/atlases-and-data/rnaseq/human-multiple-cortical-areas-smart-seq
https://portal.brain-map.org/explore/classes/multimodal-characterization,view,Multimodal Characterization of Individual Neurons,Multimodal Characterization,https://portal.brain-map.org/explore/classes/multimodal-characterization
https://portal.brain-map.org/explore/toolkit/mice,information,Toolkit - Transgenic Mouse Lines,Toolkit,https://portal.brain-map.org/explore/toolkit/mice
https://www.biccn.org/,information,BRAIN Initiative Cell Census Network,BICCN,https://www.biccn.org/
https://dx.doi.org/10.17504/protocols.io.bq7dmzi6,view,Isolation of Nuclei from Adult Human Brain Tissue,Human Nuclei Isolation,https://dx.doi.org/10.17504/protocols.io.bq7dmzi6
https://dx.doi.org/10.17504/protocols.io.bq6ymzfw,view,Human Tissue Slicing and Dissections for Nuclear Isolations V.3,Human Tissue Slicing and Nuclear Isolations,https://dx.doi.org/10.17504/protocols.io.bq6ymzfw
https://support.10xgenomics.com/single-cell-multiome-atac-gex/index/doc/user-guide-chromium-next-gem-single-cell-multiome-atac-gene-expression-reagent-kits-user-guide,view,Chromium Next GEM Single Cell Multiome ATAC + Gene Expression Reagent Kits User Guide,10X Genomics Multiome Protocol,https://support.10xgenomics.com/single-cell-multiome-atac-gex/index/doc/user-guide-chromium-next-gem-single-cell-multiome-atac-gene-expression-reagent-kits-user-guide
https://support.10xgenomics.com/single-cell-multiome-atac-gex/index/doc/demonstrated-protocol-nuclei-isolation-from-complex-tissues-for-single-cell-multiome-atac-gene-expression-sequencing,view,Nuclei Isolation from Complex Tissues for Single Cell Multiome ATAC + Gene Expression Sequencing,10X Genomics Multiome Protocol,https://support.10xgenomics.com/single-cell-multiome-atac-gex/index/doc/demonstrated-protocol-nuclei-isolation-from-complex-tissues-for-single-cell-multiome-atac-gene-expression-sequencing
